loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score
315,586,Ипотека,2509000.0,9.64,300,2024-09-08,Отделение №6,Активен,0.97
316,232,Кредитная карта,97000.0,11.84,36,2022-08-30,Отделение №5,Закрыт,0.483
317,187,Потребительский,604000.0,23.48,48,2024-12-06,Отделение №11,Активен,0.929
318,79,Автокредит,2723000.0,22.11,60,2025-09-29,Отделение №1,Просрочен,0.057
319,552,Автокредит,1254000.0,6.59,48,2024-07-17,Отделение №3,Активен,0.89
320,514,Ипотека,2089000.0,10.13,300,2024-10-04,Отделение №15,Активен,0.529
321,332,Потребительский,143000.0,9.36,48,2023-02-23,Отделение №4,Активен,0.657
322,547,Ипотека,5743000.0,22.92,240,2024-12-12,Отделение №5,Активен,0.536
323,610,Потребительский,379000.0,9.07,48,2022-11-28,Отделение №1,Активен,0.747
324,483,Ипотека,10705000.0,9.99,180,2024-01-13,Отделение №7,Просрочен,0.04
325,54,Ипотека,5312000.0,18.76,120,2023-05-25,Отделение №11,Активен,0.948
326,474,Кредитная карта,62000.0,15.62,24,2025-03-29,Отделение №3,Активен,0.682
327,84,Потребительский,623000.0,19.86,48,2025-07-23,Отделение №14,Активен,0.742
328,174,Ипотека,3097000.0,8.82,120,2023-05-30,Отделение №1,Активен,0.344
329,653,Вексель,1259000.0,24.47,9,2024-05-29,Отделение №7,Закрыт,0.737
330,19,Ипотека,4822000.0,11.06,120,2024-05-28,Отделение №9,Активен,0.152
331,451,Потребительский,261000.0,24.79,12,2025-10-24,Отделение №14,Активен,0.247
332,334,Ипотека,6739000.0,19.94,120,2025-12-06,Отделение №4,Активен,0.611
333,89,Кредитная карта,190000.0,10.72,36,2024-05-30,Отделение №1,Активен,0.132
334,692,Потребительский,194000.0,6.82,24,2024-07-12,Отделение №14,Активен,0.2
335,644,Потребительский,355000.0,18.15,36,2025-12-04,Отделение №6,Активен,0.231
336,298,Ипотека,2613000.0,7.45,300,2025-08-11,Отделение №6,Активен,0.11
337,258,Потребительский,313000.0,12.39,48,2023-05-21,Отделение №1,Просрочен,0.048
338,340,Потребительский,545000.0,11.75,36,2023-03-11,Отделение №10,Активен,0.28
339,503,Потребительский,189000.0,12.65,48,2024-01-15,Отделение №11,Активен,0.112
340,315,Потребительский,464000.0,13.13,24,2023-11-10,Отделение №12,Закрыт,0.81
341,75,Вексель,2691000.0,18.46,9,2023-05-03,Отделение №7,Закрыт,0.21
342,129,Потребительский,130000.0,17.29,12,2024-06-19,Отделение №11,Закрыт,0.912
343,679,Вексель,1045000.0,7.88,12,2025-12-14,Отделение №6,Активен,0.547
344,729,Потребительский,406000.0,19.76,24,2025-09-04,Отделение №4,Просрочен,0.044
345,223,Ипотека,9116000.0,14.75,240,2024-01-20,Отделение №15,Активен,0.717
346,129,Ипотека,6828000.0,17.52,120,2024-06-19,Отделение №3,Активен,0.697
347,532,Потребительский,767000.0,10.0,12,2025-11-21,Отделение №8,Активен,0.815
348,678,Вексель,4364000.0,14.55,3,2024-07-09,Отделение №9,Закрыт,0.509
349,713,Вексель,2064000.0,9.89,9,2025-07-09,Отделение №4,Активен,0.16
350,70,Автокредит,423000.0,19.52,60,2024-10-28,Отделение №5,Активен,0.525
351,387,Кредитная карта,110000.0,8.69,24,2025-02-04,Отделение №9,Активен,0.224
352,638,Потребительский,79000.0,23.56,24,2023-07-23,Отделение №13,Закрыт,0.27
353,136,Потребительский,785000.0,8.64,24,2024-12-30,Отделение №11,Активен,0.649
354,418,Автокредит,1360000.0,22.77,24,2025-12-15,Отделение №3,Активен,0.264
355,349,Ипотека,8115000.0,18.02,240,2025-07-10,Отделение №6,Просрочен,0.01
356,567,Потребительский,774000.0,24.38,24,2025-09-14,Отделение №14,Активен,0.537
357,140,Вексель,3925000.0,13.53,3,2025-11-10,Отделение №14,Активен,0.654
358,245,Автокредит,1971000.0,10.56,36,2024-12-23,Отделение №10,Активен,0.269
359,198,Автокредит,2631000.0,14.71,60,2022-12-06,Отделение №7,Активен,0.73
360,251,Ипотека,11022000.0,9.84,120,2024-10-12,Отделение №14,Активен,0.185
361,93,Потребительский,477000.0,11.69,24,2025-08-19,Отделение №15,Активен,0.31
362,283,Потребительский,346000.0,9.14,24,2022-05-23,Отделение №8,Закрыт,0.426
363,446,Кредитная карта,292000.0,9.03,12,2025-02-08,Отделение №1,Активен,0.75
364,396,Автокредит,1382000.0,21.71,24,2022-10-09,Отделение №11,Закрыт,0.763
365,477,Кредитная карта,66000.0,9.12,12,2024-11-01,Отделение №1,Закрыт,0.627
366,270,Вексель,146000.0,20.04,3,2025-10-09,Отделение №12,Активен,0.338
367,429,Потребительский,154000.0,12.16,48,2022-12-01,Отделение №4,Активен,0.479
368,792,Потребительский,569000.0,21.68,12,2023-10-14,Отделение №5,Закрыт,0.103
369,55,Потребительский,715000.0,6.52,48,2022-10-18,Отделение №4,Активен,0.224
370,778,Ипотека,3474000.0,23.46,240,2023-04-08,Отделение №11,Активен,0.684
371,137,Кредитная карта,252000.0,9.62,12,2024-10-04,Отделение №2,Закрыт,0.11
372,234,Кредитная карта,106000.0,12.64,12,2025-06-14,Отделение №15,Активен,0.36
373,184,Кредитная карта,272000.0,9.78,36,2024-10-04,Отделение №10,Активен,0.53
374,472,Потребительский,369000.0,21.54,36,2025-07-03,Отделение №2,Активен,0.348
375,563,Потребительский,424000.0,21.42,36,2023-06-28,Отделение №2,Активен,0.711
376,252,Вексель,4322000.0,9.2,6,2025-11-14,Отделение №8,Активен,0.148
377,294,Вексель,3949000.0,8.58,12,2024-05-12,Отделение №12,Закрыт,0.427
378,776,Потребительский,118000.0,20.62,24,2024-04-01,Отделение №8,Активен,0.353
379,91,Ипотека,8934000.0,21.1,300,2025-09-27,Отделение №13,Активен,0.333
380,796,Кредитная карта,279000.0,16.61,24,2024-05-07,Отделение №8,Активен,0.539
381,134,Автокредит,2536000.0,17.19,60,2023-02-28,Отделение №10,Активен,0.422
382,766,Вексель,4075000.0,8.11,6,2025-12-10,Отделение №4,Активен,0.362
383,175,Кредитная карта,35000.0,24.12,36,2024-08-28,Отделение №1,Активен,0.921
384,646,Кредитная карта,127000.0,14.97,12,2023-08-27,Отделение №9,Закрыт,0.835
385,93,Кредитная карта,276000.0,21.73,12,2023-03-08,Отделение №3,Просрочен,0.056
386,335,Потребительский,572000.0,19.99,24,2024-02-18,Отделение №7,Активен,0.696
387,145,Ипотека,9014000.0,21.91,120,2024-09-03,Отделение №1,Активен,0.87
388,555,Потребительский,156000.0,6.73,24,2025-03-30,Отделение №7,Активен,0.831
389,58,Потребительский,187000.0,19.35,24,2024-12-16,Отделение №7,Активен,0.3
390,456,Вексель,2275000.0,8.55,3,2023-08-11,Отделение №11,Просрочен,0.06
391,448,Потребительский,613000.0,13.79,24,2024-03-26,Отделение №15,Активен,0.424
392,22,Ипотека,9114000.0,15.73,240,2025-03-17,Отделение №7,Активен,0.709
393,680,Кредитная карта,103000.0,13.45,12,2025-03-28,Отделение №12,Активен,0.951
394,795,Потребительский,514000.0,9.88,24,2024-03-14,Отделение №9,Активен,0.746
395,774,Автокредит,601000.0,12.26,60,2024-09-04,Отделение №14,Активен,0.642
396,678,Ипотека,2547000.0,14.31,240,2025-08-17,Отделение №2,Активен,0.27
397,158,Потребительский,502000.0,10.91,36,2024-06-06,Отделение №2,Активен,0.163
398,589,Потребительский,498000.0,16.65,36,2024-03-23,Отделение №1,Активен,0.638
399,557,Потребительский,114000.0,24.65,12,2025-02-28,Отделение №1,Активен,0.484
400,498,Потребительский,758000.0,20.33,12,2024-01-01,Отделение №9,Закрыт,0.959
401,156,Потребительский,614000.0,19.43,36,2025-09-16,Отделение №7,Дефолт,0.097
402,138,Кредитная карта,166000.0,6.94,36,2022-11-04,Отделение №8,Закрыт,0.796
403,472,Автокредит,2615000.0,9.29,48,2023-08-18,Отделение №15,Активен,0.463
404,677,Автокредит,2877000.0,21.36,36,2024-03-21,Отделение №13,Активен,0.654
405,707,Вексель,4968000.0,20.95,9,2025-05-07,Отделение №6,Активен,0.339
406,117,Автокредит,2844000.0,20.74,24,2025-12-30,Отделение №4,Активен,0.388
407,555,Кредитная карта,194000.0,18.05,12,2025-03-30,Отделение №13,Активен,0.498
408,793,Потребительский,625000.0,22.46,36,2025-01-25,Отделение №15,Активен,0.797
409,80,Потребительский,121000.0,23.69,36,2022-12-14,Отделение №5,Закрыт,0.161
410,269,Автокредит,1319000.0,19.58,24,2023-06-26,Отделение №8,Закрыт,0.461
411,478,Кредитная карта,236000.0,23.5,24,2025-08-24,Отделение №10,Активен,0.94
412,292,Ипотека,5635000.0,14.03,240,2024-04-01,Отделение №11,Активен,0.62
413,527,Потребительский,325000.0,8.04,36,2024-02-05,Отделение №8,Активен,0.413
414,736,Потребительский,707000.0,24.48,12,2025-06-25,Отделение №13,Просрочен,0.057
415,64,Потребительский,666000.0,22.2,12,2025-04-01,Отделение №3,Активен,0.291
416,126,Автокредит,2620000.0,22.58,36,2025-01-27,Отделение №6,Активен,0.669
417,321,Ипотека,8425000.0,8.08,300,2022-08-12,Отделение №15,Активен,0.732
418,98,Кредитная карта,137000.0,13.89,24,2023-02-13,Отделение №6,Просрочен,0.064
419,206,Кредитная карта,161000.0,8.6,36,2024-09-02,Отделение №9,Активен,0.455
420,703,Потребительский,402000.0,16.96,24,2023-10-18,Отделение №13,Закрыт,0.988
421,516,Ипотека,11365000.0,24.51,240,2024-05-30,Отделение №4,Активен,0.213
422,102,Кредитная карта,287000.0,11.47,36,2025-04-04,Отделение №2,Активен,0.636
423,362,Потребительский,255000.0,22.58,12,2025-12-20,Отделение №7,Активен,0.451
424,46,Автокредит,2141000.0,21.78,48,2025-04-20,Отделение №15,Дефолт,0.092
425,654,Ипотека,11634000.0,10.15,240,2022-12-03,Отделение №8,Активен,0.942
426,231,Ипотека,8888000.0,14.54,180,2025-11-27,Отделение №10,Активен,0.913
427,282,Ипотека,2099000.0,19.8,180,2022-07-23,Отделение №3,Активен,0.578
428,39,Потребительский,790000.0,9.27,36,2022-06-25,Отделение №3,Закрыт,0.459
429,95,Ипотека,5164000.0,16.08,300,2023-07-01,Отделение №8,Просрочен,0.004
430,717,Кредитная карта,261000.0,18.26,36,2024-07-27,Отделение №1,Активен,0.578
431,298,Потребительский,784000.0,16.55,48,2025-11-27,Отделение №7,Активен,0.166
432,516,Потребительский,207000.0,17.11,24,2025-10-23,Отделение №14,Просрочен,0.014
433,489,Ипотека,5019000.0,21.57,240,2024-10-25,Отделение №8,Активен,0.125
434,217,Автокредит,1586000.0,12.98,60,2025-12-24,Отделение №9,Активен,0.542
435,412,Кредитная карта,121000.0,14.38,12,2025-07-17,Отделение №10,Активен,0.177
436,601,Потребительский,377000.0,19.17,36,2025-09-12,Отделение №5,Активен,0.437
437,18,Вексель,4696000.0,21.33,3,2025-06-01,Отделение №11,Закрыт,0.104
438,299,Потребительский,749000.0,20.3,12,2025-11-06,Отделение №9,Активен,0.624
439,231,Потребительский,383000.0,11.83,12,2025-09-29,Отделение №4,Активен,0.421
440,259,Вексель,2803000.0,22.26,3,2025-10-20,Отделение №6,Активен,0.951
441,109,Кредитная карта,277000.0,19.45,24,2025-09-27,Отделение №1,Активен,0.741
442,436,Кредитная карта,241000.0,11.42,36,2024-10-19,Отделение №5,Активен,0.659
443,683,Вексель,3996000.0,10.94,12,2025-10-10,Отделение №7,Активен,0.9
444,111,Потребительский,70000.0,21.59,36,2025-10-19,Отделение №6,Активен,0.6
445,303,Потребительский,479000.0,16.73,48,2024-07-18,Отделение №10,Активен,0.391
446,662,Автокредит,2554000.0,23.78,60,2022-09-21,Отделение №12,Активен,0.39
447,176,Потребительский,728000.0,10.75,24,2024-06-14,Отделение №3,Активен,0.71
448,637,Автокредит,2042000.0,23.37,60,2025-07-08,Отделение №3,Активен,0.837
449,490,Кредитная карта,85000.0,14.55,12,2022-11-02,Отделение №10,Закрыт,0.629
450,41,Потребительский,514000.0,13.54,12,2025-03-17,Отделение №3,Активен,0.742
451,665,Кредитная карта,201000.0,10.91,24,2023-01-18,Отделение №5,Закрыт,0.898
452,130,Потребительский,680000.0,18.63,48,2023-07-11,Отделение №15,Активен,0.275
453,602,Потребительский,67000.0,14.95,12,2025-01-15,Отделение №2,Активен,0.596
454,766,Потребительский,246000.0,7.92,24,2024-10-13,Отделение №15,Активен,0.845
455,191,Вексель,2015000.0,14.11,12,2023-05-07,Отделение №11,Закрыт,0.487
456,122,Потребительский,566000.0,18.16,48,2024-05-20,Отделение №3,Активен,0.451
457,208,Потребительский,58000.0,16.94,24,2025-09-12,Отделение №1,Активен,0.607
458,109,Потребительский,307000.0,24.81,36,2025-09-27,Отделение №1,Активен,0.6
459,351,Потребительский,606000.0,17.65,12,2025-07-08,Отделение №9,Активен,0.536
460,175,Автокредит,796000.0,23.03,48,2022-09-02,Отделение №3,Просрочен,0.029
461,59,Потребительский,596000.0,11.54,24,2024-04-12,Отделение №2,Активен,0.199
462,552,Потребительский,464000.0,20.21,36,2024-08-14,Отделение №9,Активен,0.496
463,649,Кредитная карта,279000.0,10.14,24,2023-11-06,Отделение №12,Закрыт,0.846
464,688,Потребительский,345000.0,21.11,36,2024-11-12,Отделение №8,Активен,0.954
465,607,Ипотека,6462000.0,17.96,240,2025-09-12,Отделение №7,Активен,0.607
466,573,Потребительский,315000.0,9.58,12,2024-07-09,Отделение №9,Просрочен,0.034
467,524,Потребительский,357000.0,7.05,36,2024-12-31,Отделение №6,Активен,0.18
468,168,Ипотека,3859000.0,10.46,180,2024-04-12,Отделение №3,Активен,0.372
469,500,Вексель,699000.0,6.7,9,2025-11-10,Отделение №8,Активен,0.329
470,63,Автокредит,1236000.0,7.72,36,2025-02-24,Отделение №4,Активен,0.284
471,469,Автокредит,668000.0,23.91,48,2025-05-29,Отделение №11,Активен,0.807
472,365,Потребительский,719000.0,20.41,48,2025-10-29,Отделение №6,Активен,0.318
473,99,Потребительский,87000.0,7.36,48,2024-10-18,Отделение №2,Активен,0.274
474,35,Потребительский,178000.0,13.54,36,2025-04-25,Отделение №5,Активен,0.576
475,295,Потребительский,637000.0,11.73,12,2024-08-03,Отделение №7,Закрыт,0.842
476,616,Потребительский,450000.0,18.36,12,2023-11-22,Отделение №2,Просрочен,0.069
477,775,Вексель,2134000.0,12.34,9,2023-07-17,Отделение №2,Закрыт,0.346
478,327,Автокредит,1214000.0,11.99,24,2025-05-28,Отделение №8,Активен,0.984
479,466,Вексель,4839000.0,23.75,3,2025-11-11,Отделение №4,Активен,0.103
480,286,Потребительский,58000.0,22.35,12,2025-03-02,Отделение №4,Активен,0.724
481,617,Потребительский,193000.0,24.71,36,2025-01-05,Отделение №14,Активен,0.934
482,356,Потребительский,712000.0,7.38,12,2025-06-13,Отделение №5,Активен,0.304
483,624,Потребительский,510000.0,19.36,48,2025-10-18,Отделение №10,Активен,0.925
484,307,Ипотека,3263000.0,22.84,180,2025-04-11,Отделение №7,Активен,0.966
485,794,Автокредит,2137000.0,15.29,36,2025-03-29,Отделение №5,Активен,0.49
486,325,Потребительский,598000.0,11.35,24,2022-11-19,Отделение №2,Закрыт,0.296
487,640,Ипотека,10355000.0,18.41,180,2025-09-12,Отделение №12,Активен,0.856
488,230,Потребительский,779000.0,6.74,12,2023-10-14,Отделение №14,Закрыт,0.216
489,647,Ипотека,6876000.0,21.48,240,2024-07-26,Отделение №9,Активен,0.762
490,71,Кредитная карта,235000.0,14.85,24,2025-12-22,Отделение №9,Активен,0.154
491,418,Потребительский,148000.0,24.44,36,2024-02-29,Отделение №9,Активен,0.868
492,245,Потребительский,350000.0,14.28,12,2024-12-23,Отделение №14,Закрыт,0.686
493,560,Автокредит,665000.0,20.21,60,2022-08-08,Отделение №15,Активен,0.241
494,206,Ипотека,4668000.0,16.27,300,2025-09-17,Отделение №2,Активен,0.352
495,243,Кредитная карта,53000.0,9.27,24,2023-03-11,Отделение №9,Закрыт,0.502
496,665,Потребительский,381000.0,7.4,36,2022-07-20,Отделение №15,Закрыт,0.383
497,344,Ипотека,4940000.0,17.43,300,2023-03-30,Отделение №8,Активен,0.53
498,434,Автокредит,684000.0,11.08,24,2025-08-16,Отделение №2,Активен,0.111
499,162,Потребительский,77000.0,7.71,36,2023-10-23,Отделение №4,Активен,0.101
500,333,Кредитная карта,219000.0,13.73,24,2024-03-13,Отделение №14,Активен,0.22
501,729,Кредитная карта,102000.0,20.96,12,2025-09-04,Отделение №5,Активен,0.348
502,191,Вексель,1511000.0,9.91,3,2023-05-07,Отделение №10,Закрыт,0.908
503,694,Ипотека,5053000.0,12.3,180,2024-04-17,Отделение №3,Дефолт,0.069
504,679,Потребительский,391000.0,15.23,12,2025-12-14,Отделение №3,Активен,0.334
505,753,Кредитная карта,268000.0,20.49,12,2025-10-23,Отделение №6,Просрочен,0.01
506,598,Кредитная карта,187000.0,15.2,24,2025-02-01,Отделение №1,Просрочен,0.045
507,346,Автокредит,2975000.0,15.76,36,2024-12-11,Отделение №13,Активен,0.755
508,650,Потребительский,278000.0,15.53,36,2024-07-15,Отделение №9,Активен,0.351
509,597,Потребительский,415000.0,6.75,36,2024-07-28,Отделение №12,Активен,0.353
510,620,Потребительский,438000.0,11.47,48,2022-08-19,Отделение №11,Активен,0.519
511,175,Потребительский,784000.0,24.79,24,2025-09-12,Отделение №1,Активен,0.357
512,209,Потребительский,606000.0,10.3,48,2024-04-23,Отделение №15,Дефолт,0.089
513,91,Кредитная карта,202000.0,18.99,24,2025-09-27,Отделение №8,Активен,0.899
514,59,Кредитная карта,267000.0,23.25,12,2024-04-12,Отделение №6,Закрыт,0.349
515,146,Ипотека,6173000.0,10.01,240,2023-09-26,Отделение №12,Активен,0.58
516,156,Потребительский,509000.0,16.93,48,2025-09-16,Отделение №6,Активен,0.793
517,441,Потребительский,777000.0,9.21,48,2025-11-04,Отделение №9,Активен,0.681
518,765,Кредитная карта,198000.0,12.09,36,2024-12-08,Отделение №13,Активен,0.288
519,618,Потребительский,390000.0,21.69,24,2024-12-17,Отделение №8,Активен,0.123
520,238,Потребительский,373000.0,11.13,12,2025-10-13,Отделение №5,Активен,0.35
521,71,Вексель,2560000.0,19.62,6,2023-06-19,Отделение №12,Закрыт,0.143
522,252,Потребительский,489000.0,10.53,12,2025-11-14,Отделение №6,Активен,0.473
523,286,Потребительский,559000.0,13.84,48,2025-03-02,Отделение №15,Активен,0.904
524,701,Потребительский,277000.0,16.88,36,2025-08-31,Отделение №6,Активен,0.679
525,623,Вексель,782000.0,9.0,6,2023-09-05,Отделение №5,Закрыт,0.554
526,632,Потребительский,273000.0,9.87,48,2025-12-31,Отделение №14,Активен,0.782
527,462,Ипотека,3386000.0,12.26,300,2025-11-22,Отделение №12,Активен,0.935
528,765,Ипотека,5542000.0,24.19,300,2024-12-08,Отделение №15,Активен,0.461
529,220,Автокредит,2889000.0,20.41,60,2023-08-21,Отделение №5,Активен,0.615
530,561,Вексель,2944000.0,17.92,9,2025-08-31,Отделение №15,Активен,0.9
531,173,Потребительский,617000.0,13.91,48,2023-12-22,Отделение №13,Просрочен,0.006
532,268,Вексель,2638000.0,7.51,3,2025-02-15,Отделение №11,Закрыт,0.83
533,234,Потребительский,496000.0,15.36,36,2025-03-04,Отделение №1,Активен,0.331
534,383,Потребительский,488000.0,10.27,12,2025-12-07,Отделение №12,Активен,0.144
535,446,Кредитная карта,67000.0,22.18,36,2025-08-03,Отделение №5,Активен,0.301
536,332,Вексель,4689000.0,19.16,12,2025-07-01,Отделение №1,Активен,0.115
537,674,Потребительский,710000.0,10.26,12,2024-11-22,Отделение №14,Закрыт,0.474
538,682,Автокредит,1416000.0,13.94,24,2023-09-07,Отделение №14,Закрыт,0.983
539,564,Потребительский,686000.0,19.04,36,2025-10-11,Отделение №10,Активен,0.859
540,327,Потребительский,160000.0,9.11,12,2025-05-28,Отделение №4,Активен,0.745
541,797,Потребительский,606000.0,15.34,24,2024-09-02,Отделение №2,Активен,0.289
542,362,Кредитная карта,163000.0,13.7,36,2025-12-20,Отделение №2,Активен,0.698
543,771,Ипотека,10135000.0,11.71,180,2024-02-24,Отделение №7,Активен,0.12
544,87,Потребительский,277000.0,23.21,48,2025-02-22,Отделение №3,Активен,0.355
545,536,Ипотека,9231000.0,24.56,240,2023-05-24,Отделение №14,Активен,0.358
546,439,Кредитная карта,87000.0,13.69,36,2024-12-11,Отделение №11,Дефолт,0.063
547,526,Потребительский,542000.0,19.66,36,2024-07-30,Отделение №5,Активен,0.787
548,217,Вексель,3326000.0,23.36,12,2025-12-24,Отделение №7,Активен,0.645
549,412,Кредитная карта,194000.0,19.54,12,2025-07-17,Отделение №11,Активен,0.507
550,160,Автокредит,736000.0,24.08,48,2025-06-15,Отделение №10,Активен,0.348
551,185,Вексель,431000.0,10.76,3,2022-11-22,Отделение №8,Закрыт,0.665
552,578,Кредитная карта,159000.0,8.44,12,2024-02-10,Отделение №12,Закрыт,0.881
553,261,Кредитная карта,234000.0,7.64,24,2022-05-12,Отделение №1,Закрыт,0.25
554,613,Вексель,457000.0,18.12,9,2025-05-27,Отделение №3,Просрочен,0.029
555,427,Потребительский,574000.0,24.7,48,2025-08-02,Отделение №4,Активен,0.574
556,80,Потребительский,418000.0,10.2,36,2023-04-07,Отделение №14,Активен,0.162
557,798,Автокредит,2454000.0,6.95,24,2025-04-07,Отделение №2,Активен,0.96
558,255,Потребительский,658000.0,20.75,12,2025-12-03,Отделение №14,Активен,0.568
559,431,Потребительский,189000.0,21.82,48,2024-01-12,Отделение №8,Активен,0.57
560,779,Автокредит,1327000.0,14.58,36,2025-06-29,Отделение №14,Активен,0.625
561,799,Потребительский,109000.0,8.67,36,2022-07-26,Отделение №10,Закрыт,0.231
562,616,Автокредит,459000.0,13.68,48,2023-05-30,Отделение №14,Активен,0.358
563,746,Кредитная карта,291000.0,17.09,12,2024-12-30,Отделение №15,Закрыт,0.853
564,760,Автокредит,1212000.0,19.33,24,2025-09-26,Отделение №8,Активен,0.111
565,768,Кредитная карта,296000.0,7.09,36,2022-11-19,Отделение №4,Закрыт,0.421
566,709,Потребительский,624000.0,16.57,24,2023-02-23,Отделение №15,Закрыт,0.734
567,83,Вексель,4570000.0,15.58,3,2023-05-30,Отделение №10,Закрыт,0.806
568,627,Кредитная карта,220000.0,24.55,12,2023-12-10,Отделение №10,Закрыт,0.95
569,473,Вексель,4654000.0,11.48,12,2023-05-24,Отделение №1,Просрочен,0.042
570,193,Ипотека,4252000.0,15.29,240,2024-06-02,Отделение №15,Активен,0.782
571,452,Кредитная карта,36000.0,20.73,12,2022-09-22,Отделение №9,Закрыт,0.811
572,638,Автокредит,1386000.0,15.37,24,2025-02-05,Отделение №7,Активен,0.387
573,601,Вексель,2206000.0,9.03,12,2025-01-30,Отделение №15,Активен,0.438
574,95,Автокредит,2749000.0,12.81,48,2023-07-01,Отделение №4,Активен,0.918
575,751,Потребительский,491000.0,20.25,24,2024-04-25,Отделение №13,Активен,0.888
576,692,Автокредит,519000.0,21.45,24,2024-07-12,Отделение №3,Дефолт,0.077
577,597,Ипотека,4826000.0,17.58,240,2024-02-17,Отделение №5,Активен,0.89
578,398,Потребительский,348000.0,7.91,12,2025-09-06,Отделение №9,Активен,0.25
579,530,Потребительский,579000.0,14.66,36,2023-03-28,Отделение №6,Активен,0.303
580,416,Вексель,1534000.0,22.93,6,2024-12-14,Отделение №9,Закрыт,0.319
581,247,Автокредит,540000.0,23.99,60,2025-12-15,Отделение №2,Активен,0.486
582,324,Потребительский,153000.0,20.15,24,2025-03-08,Отделение №6,Активен,0.211
583,604,Вексель,3961000.0,19.35,3,2024-04-24,Отделение №8,Закрыт,0.65
584,689,Кредитная карта,36000.0,11.61,12,2025-03-23,Отделение №14,Активен,0.384
585,79,Кредитная карта,46000.0,15.61,36,2025-09-29,Отделение №7,Активен,0.863
586,208,Ипотека,4244000.0,18.64,300,2023-10-20,Отделение №11,Активен,0.532
587,546,Потребительский,456000.0,23.24,36,2023-05-22,Отделение №6,Активен,0.754
588,420,Кредитная карта,275000.0,20.43,36,2023-03-20,Отделение №14,Активен,0.341
589,514,Автокредит,2651000.0,16.68,24,2024-06-24,Отделение №15,Активен,0.952
590,5,Вексель,4307000.0,17.04,12,2025-02-23,Отделение №9,Активен,0.568
591,405,Потребительский,770000.0,8.93,48,2023-05-08,Отделение №13,Просрочен,0.015
592,72,Вексель,1445000.0,11.94,6,2025-01-16,Отделение №1,Закрыт,0.571
593,732,Автокредит,1340000.0,21.41,48,2025-11-25,Отделение №2,Активен,0.608
594,102,Потребительский,546000.0,14.67,36,2025-04-04,Отделение №1,Просрочен,0.017
595,686,Ипотека,11659000.0,22.04,300,2025-10-08,Отделение №1,Активен,0.218
596,608,Автокредит,607000.0,14.6,48,2022-05-12,Отделение №13,Активен,0.258
597,563,Потребительский,702000.0,18.1,24,2023-04-11,Отделение №10,Закрыт,0.147
598,478,Вексель,1240000.0,19.09,3,2025-04-09,Отделение №10,Закрыт,0.861
599,487,Потребительский,465000.0,24.01,24,2022-10-23,Отделение №5,Закрыт,0.992
600,654,Потребительский,684000.0,19.72,36,2025-01-11,Отделение №6,Активен,0.601
601,746,Потребительский,430000.0,7.93,12,2024-11-12,Отделение №10,Закрыт,0.204
602,347,Ипотека,10227000.0,18.31,300,2022-07-30,Отделение №3,Активен,0.876
603,780,Потребительский,505000.0,24.44,36,2023-11-18,Отделение №6,Активен,0.897
604,234,Ипотека,11735000.0,13.28,120,2024-12-13,Отделение №3,Активен,0.291
605,113,Кредитная карта,37000.0,21.37,36,2023-08-11,Отделение №13,Активен,0.511
606,186,Вексель,3939000.0,13.47,9,2023-05-24,Отделение №11,Закрыт,0.583
607,732,Вексель,1967000.0,24.14,3,2025-11-25,Отделение №10,Активен,0.992
608,4,Автокредит,1894000.0,19.99,60,2025-01-08,Отделение №9,Активен,0.848
609,761,Вексель,3075000.0,11.45,12,2023-10-12,Отделение №5,Закрыт,0.836
610,544,Кредитная карта,119000.0,14.89,24,2023-04-18,Отделение №2,Закрыт,0.748
611,53,Вексель,2281000.0,7.97,12,2024-01-12,Отделение №2,Закрыт,0.56
612,542,Кредитная карта,206000.0,14.76,36,2025-08-01,Отделение №10,Активен,0.419
613,236,Вексель,4935000.0,18.9,6,2024-08-19,Отделение №10,Закрыт,0.666
614,647,Потребительский,265000.0,8.0,36,2024-07-26,Отделение №3,Активен,0.421
615,14,Автокредит,2045000.0,22.63,36,2025-09-16,Отделение №2,Просрочен,0.016
616,697,Ипотека,9655000.0,8.83,300,2025-01-06,Отделение №7,Просрочен,0.034
617,316,Потребительский,175000.0,15.97,12,2023-12-19,Отделение №7,Закрыт,0.529
618,754,Кредитная карта,126000.0,16.75,24,2025-11-28,Отделение №2,Активен,0.712
619,5,Потребительский,669000.0,17.7,36,2025-04-26,Отделение №12,Активен,0.108
620,516,Потребительский,604000.0,23.26,36,2024-07-08,Отделение №12,Активен,0.631
621,21,Вексель,1518000.0,8.98,12,2025-12-04,Отделение №13,Активен,0.183
622,592,Автокредит,2532000.0,22.98,24,2024-08-12,Отделение №6,Активен,0.594
623,583,Вексель,2322000.0,9.75,9,2024-07-10,Отделение №5,Закрыт,0.723
624,479,Кредитная карта,56000.0,12.78,24,2024-10-10,Отделение №15,Активен,0.564
625,272,Автокредит,1721000.0,12.44,60,2024-08-23,Отделение №3,Активен,0.319
626,419,Кредитная карта,41000.0,14.42,36,2024-03-30,Отделение №15,Активен,0.278
627,790,Автокредит,659000.0,8.68,48,2025-09-18,Отделение №8,Активен,0.274
628,147,Потребительский,177000.0,20.36,36,2025-05-26,Отделение №11,Активен,0.925
629,771,Потребительский,122000.0,17.51,24,2024-02-24,Отделение №15,Просрочен,0.04
