transaction_id,account_id,transaction_date,transaction_type,amount,channel
3022,323,2025-12-31,Погашение кредита,-97100.1,Онлайн
3023,302,2025-10-25,Погашение кредита,-74419.24,Банкомат
3024,338,2025-03-21,Перевод,-82794.9,Банкомат
3025,545,2024-07-30,Перевод,-147240.6,Онлайн
3026,868,2025-12-23,Оплата услуг,-85611.58,Отделение
3027,288,2025-02-20,Перевод,-4932.11,Банкомат
3028,24,2025-11-10,Перевод,-15141.41,Отделение
3029,735,2025-07-22,Списание,-85107.61,Онлайн
3030,979,2024-07-28,Погашение кредита,-96663.21,Онлайн
3031,543,2025-08-24,Оплата услуг,-122185.63,Колл-центр
3032,319,2025-11-14,Оплата услуг,-103145.8,Банкомат
3033,37,2023-11-27,Пополнение,147346.71,Банкомат
3034,200,2025-10-08,Оплата услуг,-79690.39,Онлайн
3035,748,2025-02-26,Списание,-90994.85,Отделение
3036,163,2025-09-23,Пополнение,5099.92,Отделение
3037,600,2025-06-20,Погашение кредита,-124300.37,Банкомат
3038,834,2025-10-07,Погашение кредита,-118656.98,Онлайн
3039,550,2024-11-25,Оплата услуг,-3751.32,Колл-центр
3040,572,2025-06-14,Списание,-112778.19,Отделение
3041,36,2025-12-24,Перевод,-145080.95,Колл-центр
3042,22,2025-11-18,Перевод,-78000.41,Отделение
3043,262,2025-10-23,Оплата услуг,-37950.94,Колл-центр
3044,253,2025-08-21,Пополнение,120606.43,Банкомат
3045,945,2025-02-06,Погашение кредита,-52491.43,Онлайн
3046,686,2024-06-03,Пополнение,48049.13,Онлайн
3047,510,2025-08-24,Пополнение,36564.58,Колл-центр
3048,781,2024-10-20,Оплата услуг,-131820.41,Онлайн
3049,422,2025-02-10,Перевод,-77302.88,Банкомат
3050,149,2025-10-20,Пополнение,108615.37,Отделение
3051,608,2025-12-26,Списание,-99883.11,Онлайн
3052,50,2025-01-22,Погашение кредита,-42806.52,Банкомат
3053,558,2025-09-27,Перевод,-49158.9,Отделение
3054,489,2025-12-06,Погашение кредита,-57901.03,Банкомат
3055,389,2025-12-08,Оплата услуг,-11931.94,Банкомат
3056,85,2024-11-11,Списание,-99541.76,Колл-центр
3057,694,2025-01-01,Пополнение,136730.09,Онлайн
3058,891,2025-09-25,Списание,-99268.69,Онлайн
3059,55,2025-09-03,Списание,-88404.2,Онлайн
3060,212,2025-11-06,Оплата услуг,-16616.54,Онлайн
3061,940,2024-07-31,Погашение кредита,-145434.38,Отделение
3062,123,2024-12-28,Пополнение,89916.96,Банкомат
3063,613,2025-12-26,Списание,-139726.79,Колл-центр
3064,193,2025-07-12,Пополнение,19930.86,Колл-центр
3065,209,2025-05-17,Погашение кредита,-44925.91,Онлайн
3066,815,2025-11-24,Пополнение,476.55,Онлайн
3067,4,2025-11-16,Списание,-33043.78,Онлайн
3068,245,2025-04-29,Оплата услуг,-68322.54,Колл-центр
3069,270,2025-05-31,Перевод,-93921.68,Колл-центр
3070,863,2025-08-27,Списание,-28176.62,Отделение
3071,456,2024-10-06,Погашение кредита,-46253.16,Банкомат
3072,526,2025-08-20,Перевод,-42376.33,Отделение
3073,380,2025-06-22,Погашение кредита,-3589.36,Колл-центр
3074,955,2024-03-22,Погашение кредита,-96543.96,Банкомат
3075,163,2023-07-17,Погашение кредита,-101154.42,Онлайн
3076,683,2024-08-05,Погашение кредита,-55208.67,Банкомат
3077,158,2025-02-27,Погашение кредита,-96233.38,Колл-центр
3078,576,2025-12-11,Списание,-59708.48,Банкомат
3079,265,2025-04-04,Оплата услуг,-27033.31,Онлайн
3080,636,2025-11-27,Погашение кредита,-73671.09,Колл-центр
3081,974,2025-12-14,Пополнение,143023.07,Банкомат
3082,481,2025-12-09,Пополнение,137470.49,Банкомат
3083,114,2025-08-18,Оплата услуг,-135794.91,Онлайн
3084,464,2025-03-23,Перевод,-50555.5,Банкомат
3085,615,2025-07-26,Перевод,-107783.81,Банкомат
3086,223,2025-05-19,Погашение кредита,-63741.52,Отделение
3087,303,2025-10-14,Перевод,-21256.03,Онлайн
3088,843,2024-08-29,Списание,-19406.6,Банкомат
3089,82,2024-05-28,Перевод,-116577.35,Колл-центр
3090,367,2025-12-08,Списание,-85065.39,Онлайн
3091,197,2024-10-17,Пополнение,133689.91,Онлайн
3092,451,2025-08-25,Оплата услуг,-148349.94,Колл-центр
3093,355,2025-08-06,Пополнение,98134.94,Отделение
3094,61,2025-09-12,Перевод,-22012.29,Банкомат
3095,423,2025-12-13,Перевод,-126183.13,Онлайн
3096,972,2025-10-19,Пополнение,43793.27,Колл-центр
3097,238,2023-08-17,Перевод,-34224.84,Отделение
3098,718,2025-08-25,Списание,-42238.01,Онлайн
3099,628,2025-03-07,Пополнение,2478.16,Онлайн
3100,766,2025-04-17,Пополнение,42397.35,Банкомат
3101,817,2025-11-03,Списание,-12730.7,Отделение
3102,203,2025-12-26,Оплата услуг,-75425.51,Онлайн
3103,687,2025-12-28,Перевод,-50505.39,Отделение
3104,330,2025-11-11,Оплата услуг,-144873.67,Онлайн
3105,738,2025-12-07,Списание,-64227.77,Банкомат
3106,141,2025-10-11,Оплата услуг,-93517.92,Колл-центр
3107,224,2025-03-16,Погашение кредита,-110457.43,Колл-центр
3108,508,2025-08-01,Списание,-52860.22,Колл-центр
3109,876,2025-05-23,Пополнение,9733.03,Банкомат
3110,205,2024-11-28,Оплата услуг,-103710.93,Банкомат
3111,19,2025-07-04,Погашение кредита,-57170.75,Отделение
3112,355,2025-10-13,Оплата услуг,-28662.06,Колл-центр
3113,390,2025-12-30,Пополнение,141846.54,Колл-центр
3114,566,2024-06-13,Пополнение,92470.23,Банкомат
3115,200,2025-10-05,Перевод,-7348.98,Банкомат
3116,860,2025-06-26,Списание,-7012.92,Онлайн
3117,158,2025-02-18,Оплата услуг,-122221.04,Онлайн
3118,498,2025-09-09,Списание,-19462.28,Банкомат
3119,454,2024-02-14,Списание,-97412.15,Отделение
3120,73,2023-11-29,Погашение кредита,-13039.81,Банкомат
3121,341,2025-03-31,Списание,-16933.86,Онлайн
3122,948,2025-10-25,Оплата услуг,-110849.53,Колл-центр
3123,473,2025-10-17,Перевод,-136700.17,Колл-центр
3124,743,2025-11-12,Пополнение,73263.15,Онлайн
3125,830,2025-11-28,Погашение кредита,-121102.21,Банкомат
3126,555,2024-08-27,Пополнение,17832.06,Колл-центр
3127,287,2025-10-29,Оплата услуг,-19431.76,Онлайн
3128,981,2024-01-29,Оплата услуг,-17791.43,Банкомат
3129,765,2025-10-27,Оплата услуг,-1767.36,Колл-центр
3130,91,2025-04-30,Списание,-31693.02,Отделение
3131,45,2025-11-11,Перевод,-119589.27,Банкомат
3132,749,2025-09-26,Погашение кредита,-127631.25,Колл-центр
3133,53,2023-12-07,Перевод,-69360.62,Колл-центр
3134,363,2025-11-03,Пополнение,77970.12,Онлайн
3135,554,2025-06-03,Оплата услуг,-94135.42,Онлайн
3136,964,2025-11-03,Погашение кредита,-38873.75,Банкомат
3137,511,2024-10-15,Пополнение,9254.93,Колл-центр
3138,703,2025-11-21,Погашение кредита,-90436.75,Отделение
3139,40,2025-12-16,Перевод,-140590.73,Колл-центр
3140,646,2025-12-29,Оплата услуг,-58581.62,Онлайн
3141,100,2024-05-02,Перевод,-80902.2,Колл-центр
3142,759,2025-10-09,Пополнение,18105.43,Онлайн
3143,664,2025-11-25,Пополнение,79007.11,Колл-центр
3144,771,2025-12-19,Оплата услуг,-96763.55,Банкомат
3145,244,2025-12-25,Оплата услуг,-69654.87,Колл-центр
3146,879,2025-12-03,Погашение кредита,-111180.03,Банкомат
3147,990,2024-06-19,Оплата услуг,-134417.55,Отделение
3148,29,2025-10-28,Пополнение,96160.05,Онлайн
3149,556,2025-09-08,Оплата услуг,-74427.06,Банкомат
3150,335,2025-12-06,Списание,-118712.78,Банкомат
3151,728,2025-08-31,Перевод,-51659.33,Колл-центр
3152,709,2025-12-20,Пополнение,108637.3,Онлайн
3153,706,2024-12-03,Оплата услуг,-96361.95,Банкомат
3154,260,2025-12-04,Перевод,-50741.08,Отделение
3155,153,2025-11-06,Пополнение,10871.18,Отделение
3156,316,2025-11-10,Перевод,-15828.59,Колл-центр
3157,845,2025-08-23,Перевод,-88245.04,Онлайн
3158,644,2025-12-24,Списание,-86290.01,Банкомат
3159,788,2025-03-07,Оплата услуг,-103659.73,Банкомат
3160,7,2024-09-05,Перевод,-55030.89,Отделение
3161,22,2025-10-18,Пополнение,74810.51,Банкомат
3162,683,2025-05-31,Погашение кредита,-53411.6,Банкомат
3163,377,2025-06-18,Оплата услуг,-46343.51,Отделение
3164,466,2024-09-06,Списание,-65777.36,Отделение
3165,192,2025-12-21,Списание,-117359.79,Онлайн
3166,829,2024-08-11,Списание,-7882.96,Онлайн
3167,789,2024-05-23,Оплата услуг,-44027.05,Колл-центр
3168,474,2024-07-05,Оплата услуг,-24457.47,Банкомат
3169,548,2024-11-25,Пополнение,143103.92,Онлайн
3170,205,2025-11-26,Перевод,-77129.48,Колл-центр
3171,165,2025-04-10,Погашение кредита,-61797.34,Отделение
3172,683,2024-11-12,Списание,-56215.06,Онлайн
3173,695,2025-12-11,Списание,-148699.1,Онлайн
3174,306,2025-09-18,Погашение кредита,-51502.22,Отделение
3175,930,2025-07-24,Списание,-9069.5,Онлайн
3176,71,2025-09-18,Перевод,-6443.12,Колл-центр
3177,500,2025-05-24,Пополнение,101019.39,Банкомат
3178,748,2025-07-19,Погашение кредита,-38162.08,Банкомат
3179,843,2023-08-29,Списание,-59658.63,Банкомат
3180,949,2023-11-01,Пополнение,135840.02,Онлайн
3181,189,2025-12-11,Пополнение,119255.3,Отделение
3182,23,2023-10-01,Погашение кредита,-85545.13,Колл-центр
3183,658,2025-09-14,Пополнение,44761.89,Колл-центр
3184,398,2024-11-24,Списание,-141848.3,Онлайн
3185,676,2025-10-15,Пополнение,104539.68,Колл-центр
3186,801,2024-07-16,Пополнение,90424.01,Колл-центр
3187,213,2025-09-23,Списание,-133607.97,Колл-центр
3188,774,2025-10-19,Перевод,-78547.02,Банкомат
3189,759,2025-02-21,Пополнение,142408.12,Отделение
3190,833,2024-02-23,Списание,-27088.38,Колл-центр
3191,497,2025-12-02,Перевод,-32704.86,Онлайн
3192,846,2025-10-01,Оплата услуг,-25422.17,Отделение
3193,487,2025-12-01,Перевод,-92761.26,Банкомат
3194,370,2025-07-22,Погашение кредита,-29033.27,Колл-центр
3195,15,2024-10-03,Перевод,-24826.06,Колл-центр
3196,266,2025-08-23,Пополнение,73024.65,Колл-центр
3197,580,2025-11-27,Погашение кредита,-67642.67,Отделение
3198,329,2025-09-16,Погашение кредита,-8791.6,Онлайн
3199,909,2024-06-21,Списание,-5156.28,Банкомат
3200,924,2025-05-21,Погашение кредита,-22728.94,Отделение
3201,418,2025-03-24,Списание,-54743.66,Отделение
3202,705,2025-01-04,Списание,-69925.49,Банкомат
3203,419,2025-04-25,Перевод,-43121.22,Онлайн
3204,362,2025-10-09,Списание,-94451.57,Банкомат
3205,416,2025-06-24,Погашение кредита,-102253.36,Колл-центр
3206,960,2025-10-27,Перевод,-61582.31,Банкомат
3207,614,2025-02-02,Списание,-62834.49,Колл-центр
3208,235,2025-09-21,Перевод,-94723.96,Отделение
3209,677,2025-09-05,Погашение кредита,-37295.23,Колл-центр
3210,882,2023-07-30,Списание,-18290.89,Банкомат
3211,946,2025-11-01,Оплата услуг,-11794.42,Колл-центр
3212,776,2025-05-04,Пополнение,46918.13,Колл-центр
3213,488,2024-08-02,Пополнение,22492.63,Колл-центр
3214,437,2025-07-07,Перевод,-44204.36,Онлайн
3215,994,2024-12-17,Списание,-73494.39,Онлайн
3216,47,2025-07-11,Погашение кредита,-99103.18,Колл-центр
3217,863,2024-06-11,Перевод,-1789.44,Банкомат
3218,229,2024-08-04,Списание,-35802.0,Колл-центр
3219,38,2025-10-27,Перевод,-59669.23,Банкомат
3220,874,2025-11-18,Оплата услуг,-1639.49,Банкомат
3221,768,2025-10-06,Пополнение,12937.14,Онлайн
3222,749,2025-10-11,Перевод,-112959.24,Отделение
3223,159,2025-09-14,Списание,-101058.51,Колл-центр
3224,727,2024-10-01,Пополнение,11725.06,Колл-центр
3225,407,2025-11-24,Перевод,-17285.23,Банкомат
3226,905,2024-11-10,Оплата услуг,-26946.2,Онлайн
3227,504,2025-09-04,Погашение кредита,-43817.18,Отделение
3228,504,2025-12-05,Списание,-19784.95,Отделение
3229,795,2024-12-07,Списание,-82032.9,Онлайн
3230,275,2025-08-04,Оплата услуг,-49686.28,Колл-центр
3231,49,2025-05-30,Пополнение,73595.91,Банкомат
3232,273,2025-07-23,Оплата услуг,-24437.11,Банкомат
3233,775,2024-11-15,Погашение кредита,-134740.92,Отделение
3234,543,2025-04-14,Оплата услуг,-2306.31,Отделение
3235,162,2025-11-01,Перевод,-7338.13,Отделение
3236,217,2025-12-16,Списание,-70891.27,Отделение
3237,740,2025-09-23,Пополнение,52882.08,Отделение
3238,383,2025-10-23,Оплата услуг,-78462.77,Колл-центр
3239,499,2025-10-15,Пополнение,81405.73,Онлайн
3240,225,2025-12-04,Погашение кредита,-55509.18,Банкомат
3241,791,2025-08-10,Пополнение,3981.58,Отделение
3242,50,2025-04-01,Оплата услуг,-149815.49,Онлайн
3243,525,2025-07-24,Оплата услуг,-98920.24,Онлайн
3244,567,2025-07-25,Оплата услуг,-131083.92,Отделение
3245,696,2025-10-25,Пополнение,35382.39,Отделение
3246,885,2025-05-09,Пополнение,39876.7,Онлайн
3247,441,2025-07-31,Оплата услуг,-43444.86,Отделение
3248,561,2025-12-31,Погашение кредита,-34304.89,Отделение
3249,792,2023-08-01,Оплата услуг,-148406.26,Банкомат
3250,670,2025-10-27,Погашение кредита,-49293.71,Отделение
3251,166,2025-12-05,Оплата услуг,-111265.77,Отделение
3252,73,2025-01-12,Списание,-109394.39,Отделение
3253,174,2025-12-21,Погашение кредита,-130848.59,Отделение
3254,441,2025-06-23,Перевод,-4660.9,Колл-центр
3255,814,2023-10-21,Погашение кредита,-13003.76,Банкомат
3256,724,2025-12-24,Погашение кредита,-15901.55,Колл-центр
3257,940,2023-12-06,Погашение кредита,-4013.21,Онлайн
3258,970,2025-10-22,Погашение кредита,-108629.88,Банкомат
3259,555,2024-07-08,Погашение кредита,-31336.81,Колл-центр
3260,578,2025-08-24,Списание,-65751.2,Банкомат
3261,883,2025-09-04,Перевод,-49530.59,Отделение
3262,253,2024-08-12,Оплата услуг,-54037.06,Банкомат
3263,968,2025-06-27,Оплата услуг,-73381.19,Отделение
3264,328,2025-11-10,Списание,-27968.26,Отделение
3265,463,2025-01-19,Перевод,-149501.08,Отделение
3266,406,2023-07-22,Перевод,-7717.65,Онлайн
3267,354,2025-10-09,Погашение кредита,-129790.56,Отделение
3268,64,2025-11-02,Списание,-85091.4,Колл-центр
3269,312,2025-06-14,Перевод,-14671.08,Колл-центр
3270,529,2025-12-16,Пополнение,63428.03,Колл-центр
3271,111,2024-11-19,Перевод,-125019.9,Банкомат
3272,497,2025-12-06,Списание,-30054.34,Колл-центр
3273,962,2025-11-07,Пополнение,142411.5,Банкомат
3274,643,2025-05-26,Перевод,-126606.35,Колл-центр
3275,232,2024-08-03,Перевод,-136032.71,Колл-центр
3276,512,2023-10-19,Пополнение,76903.04,Отделение
3277,401,2025-12-10,Пополнение,68130.48,Отделение
3278,555,2024-10-18,Погашение кредита,-106531.41,Банкомат
3279,295,2024-12-08,Перевод,-138978.63,Онлайн
3280,120,2025-06-02,Оплата услуг,-140601.79,Колл-центр
3281,645,2025-12-31,Погашение кредита,-51164.9,Онлайн
3282,125,2025-02-27,Оплата услуг,-132359.89,Колл-центр
3283,646,2025-12-30,Перевод,-93083.8,Онлайн
3284,907,2025-12-12,Оплата услуг,-149728.58,Колл-центр
3285,276,2025-05-25,Оплата услуг,-61014.76,Отделение
3286,626,2024-10-28,Списание,-56860.17,Банкомат
3287,423,2025-12-09,Погашение кредита,-118987.1,Банкомат
3288,787,2025-10-08,Пополнение,127162.43,Отделение
3289,92,2025-05-14,Пополнение,110745.26,Отделение
3290,59,2025-12-22,Перевод,-146080.5,Банкомат
3291,776,2025-04-28,Пополнение,127764.18,Отделение
3292,486,2025-10-14,Списание,-18122.21,Колл-центр
3293,261,2025-12-28,Перевод,-106288.72,Банкомат
3294,410,2025-08-05,Списание,-21939.82,Отделение
3295,538,2025-03-01,Списание,-145065.99,Онлайн
3296,458,2025-11-06,Оплата услуг,-28931.49,Онлайн
3297,681,2025-10-26,Погашение кредита,-4432.67,Отделение
3298,240,2025-12-22,Оплата услуг,-30759.57,Колл-центр
3299,704,2023-11-22,Пополнение,4882.0,Отделение
3300,495,2025-12-18,Перевод,-81159.28,Банкомат
3301,309,2025-10-19,Погашение кредита,-110384.15,Отделение
3302,870,2025-07-28,Оплата услуг,-15348.01,Банкомат
3303,347,2024-11-10,Списание,-110459.87,Банкомат
3304,198,2024-11-18,Списание,-47810.51,Колл-центр
3305,38,2025-10-29,Перевод,-149434.73,Онлайн
3306,514,2025-12-08,Пополнение,90895.76,Онлайн
3307,879,2025-11-25,Списание,-139478.97,Отделение
3308,941,2025-10-27,Перевод,-39326.55,Онлайн
3309,417,2025-11-02,Перевод,-130770.51,Отделение
3310,972,2025-10-19,Погашение кредита,-141763.01,Отделение
3311,784,2025-05-03,Перевод,-16341.31,Колл-центр
3312,891,2025-09-08,Погашение кредита,-144595.16,Отделение
3313,228,2025-02-09,Оплата услуг,-138472.19,Отделение
3314,984,2025-12-28,Погашение кредита,-135370.09,Банкомат
3315,738,2025-06-26,Погашение кредита,-103224.91,Отделение
3316,974,2025-12-21,Перевод,-52116.44,Онлайн
3317,23,2025-07-19,Погашение кредита,-62759.39,Онлайн
3318,265,2025-08-03,Погашение кредита,-145784.05,Колл-центр
3319,216,2025-03-29,Перевод,-141226.35,Отделение
3320,982,2025-08-29,Перевод,-48472.01,Колл-центр
3321,372,2025-11-27,Пополнение,30206.19,Колл-центр
3322,104,2025-09-15,Списание,-62258.24,Банкомат
3323,75,2025-10-18,Оплата услуг,-12443.85,Онлайн
3324,916,2025-07-28,Пополнение,47943.86,Отделение
3325,430,2025-03-26,Оплата услуг,-102356.49,Колл-центр
3326,913,2023-11-14,Оплата услуг,-70549.09,Отделение
3327,903,2025-12-21,Перевод,-72685.65,Колл-центр
3328,205,2025-09-27,Перевод,-144496.42,Онлайн
3329,780,2025-03-03,Пополнение,68123.77,Банкомат
3330,370,2024-11-05,Оплата услуг,-93344.63,Колл-центр
3331,28,2023-10-09,Погашение кредита,-64042.38,Отделение
3332,145,2025-12-11,Пополнение,41073.26,Колл-центр
3333,663,2024-08-19,Погашение кредита,-29467.51,Онлайн
3334,52,2025-12-20,Оплата услуг,-133352.58,Колл-центр
3335,171,2025-12-09,Погашение кредита,-57891.98,Банкомат
3336,175,2025-12-16,Перевод,-2338.2,Онлайн
3337,209,2025-12-03,Списание,-95800.44,Банкомат
3338,284,2024-11-02,Пополнение,68067.05,Банкомат
3339,783,2025-07-18,Пополнение,39222.41,Онлайн
3340,511,2025-03-23,Пополнение,44385.03,Отделение
3341,818,2025-12-09,Перевод,-7519.67,Колл-центр
3342,985,2024-06-24,Оплата услуг,-71619.63,Банкомат
3343,420,2025-03-04,Оплата услуг,-62841.16,Онлайн
3344,878,2024-12-22,Перевод,-13534.07,Отделение
3345,494,2024-10-05,Пополнение,92553.55,Колл-центр
3346,156,2025-08-08,Оплата услуг,-101648.08,Онлайн
3347,887,2024-04-08,Погашение кредита,-49647.35,Банкомат
3348,417,2025-06-17,Погашение кредита,-113409.12,Отделение
3349,980,2024-11-05,Пополнение,141094.38,Отделение
3350,826,2025-12-28,Погашение кредита,-148758.94,Колл-центр
3351,149,2025-12-13,Списание,-134127.23,Банкомат
3352,589,2025-11-03,Перевод,-80460.07,Банкомат
3353,271,2025-12-02,Погашение кредита,-16389.08,Колл-центр
3354,764,2025-12-04,Оплата услуг,-61512.15,Банкомат
3355,628,2025-08-31,Погашение кредита,-22374.85,Банкомат
3356,134,2025-12-08,Перевод,-34142.01,Колл-центр
3357,349,2025-05-25,Оплата услуг,-60905.86,Колл-центр
3358,520,2024-11-06,Пополнение,69326.54,Онлайн
3359,615,2025-11-13,Оплата услуг,-55762.97,Отделение
3360,810,2025-05-02,Перевод,-89625.94,Банкомат
3361,513,2025-07-29,Списание,-90903.16,Банкомат
3362,753,2024-09-20,Оплата услуг,-99888.7,Банкомат
3363,882,2024-10-29,Списание,-91116.09,Колл-центр
3364,302,2025-10-09,Пополнение,91089.65,Колл-центр
3365,422,2025-04-09,Погашение кредита,-50162.09,Банкомат
3366,44,2025-06-02,Оплата услуг,-87142.02,Банкомат
3367,860,2025-07-14,Пополнение,46972.32,Онлайн
3368,472,2024-07-06,Списание,-136619.0,Банкомат
3369,83,2025-10-29,Перевод,-108387.1,Онлайн
3370,485,2025-12-03,Оплата услуг,-69499.24,Колл-центр
3371,233,2024-10-27,Перевод,-136485.04,Банкомат
3372,79,2025-12-20,Перевод,-5142.52,Онлайн
3373,271,2025-12-22,Перевод,-24000.87,Колл-центр
3374,757,2025-09-10,Оплата услуг,-148773.97,Онлайн
3375,383,2025-09-05,Перевод,-37872.84,Колл-центр
3376,512,2024-10-27,Оплата услуг,-140101.25,Отделение
3377,883,2023-08-21,Оплата услуг,-118445.19,Колл-центр
3378,929,2025-07-30,Погашение кредита,-73377.56,Онлайн
3379,127,2025-12-23,Пополнение,87500.28,Колл-центр
3380,357,2025-04-28,Пополнение,93294.55,Банкомат
3381,919,2023-06-22,Оплата услуг,-25603.33,Отделение
3382,194,2025-09-02,Оплата услуг,-15561.25,Онлайн
3383,157,2025-03-04,Пополнение,106878.94,Онлайн
3384,932,2025-10-05,Пополнение,77103.42,Отделение
3385,676,2025-08-19,Пополнение,88212.9,Банкомат
3386,682,2024-10-11,Списание,-92804.04,Онлайн
3387,447,2024-06-09,Погашение кредита,-103300.73,Онлайн
3388,382,2023-03-14,Пополнение,45716.79,Банкомат
3389,420,2025-12-15,Оплата услуг,-26637.4,Онлайн
3390,63,2025-09-24,Перевод,-149882.78,Банкомат
3391,687,2025-05-28,Списание,-72341.22,Отделение
3392,946,2025-11-13,Погашение кредита,-4381.58,Колл-центр
3393,959,2024-09-04,Оплата услуг,-105396.6,Банкомат
3394,331,2025-07-25,Оплата услуг,-139253.87,Банкомат
3395,531,2025-08-11,Списание,-123739.1,Отделение
3396,377,2025-07-09,Списание,-123536.75,Отделение
3397,114,2025-09-24,Погашение кредита,-81696.69,Банкомат
3398,941,2025-12-30,Оплата услуг,-51528.92,Онлайн
3399,952,2024-01-08,Перевод,-84305.76,Онлайн
3400,518,2025-11-12,Списание,-44329.34,Отделение
3401,823,2025-11-21,Пополнение,63451.41,Онлайн
3402,760,2025-08-05,Перевод,-99289.85,Банкомат
3403,517,2023-05-15,Списание,-55047.82,Отделение
3404,951,2025-02-15,Пополнение,144785.58,Колл-центр
3405,58,2025-12-25,Списание,-30742.75,Отделение
3406,742,2025-10-29,Пополнение,143576.16,Колл-центр
3407,247,2024-01-15,Погашение кредита,-108012.76,Отделение
3408,832,2025-05-10,Погашение кредита,-24108.46,Колл-центр
3409,546,2022-09-03,Оплата услуг,-99839.68,Отделение
3410,393,2025-03-20,Пополнение,79307.05,Колл-центр
3411,608,2025-12-12,Погашение кредита,-17200.99,Онлайн
3412,124,2025-03-03,Погашение кредита,-120402.87,Онлайн
3413,352,2025-07-27,Списание,-137777.02,Отделение
3414,402,2025-06-08,Погашение кредита,-102052.67,Онлайн
3415,311,2025-12-30,Списание,-119702.68,Банкомат
3416,939,2025-11-05,Погашение кредита,-132436.28,Отделение
3417,837,2025-10-25,Перевод,-63578.13,Банкомат
3418,696,2025-11-19,Пополнение,135546.95,Отделение
3419,115,2025-05-22,Перевод,-136504.3,Колл-центр
3420,733,2025-08-30,Списание,-78600.88,Отделение
3421,533,2025-11-14,Погашение кредита,-105270.81,Отделение
3422,864,2025-05-04,Пополнение,99601.62,Отделение
3423,505,2025-11-01,Погашение кредита,-21754.87,Отделение
3424,522,2024-10-25,Оплата услуг,-95124.59,Онлайн
3425,493,2025-03-02,Перевод,-1700.96,Онлайн
3426,804,2025-10-02,Пополнение,98303.48,Банкомат
3427,859,2025-11-09,Списание,-78274.64,Колл-центр
3428,926,2025-08-11,Погашение кредита,-51130.67,Онлайн
3429,910,2024-02-29,Оплата услуг,-127552.82,Колл-центр
3430,443,2024-02-20,Списание,-32117.96,Отделение
3431,962,2025-11-16,Оплата услуг,-145534.88,Банкомат
3432,12,2025-09-01,Перевод,-81128.03,Онлайн
3433,189,2025-12-18,Списание,-103899.52,Колл-центр
3434,709,2025-12-04,Погашение кредита,-92437.04,Отделение
3435,529,2025-12-13,Погашение кредита,-54456.55,Банкомат
3436,343,2025-12-08,Перевод,-110914.0,Онлайн
3437,409,2023-03-03,Пополнение,102078.44,Онлайн
3438,432,2025-07-10,Перевод,-101847.27,Банкомат
3439,713,2025-09-13,Перевод,-82675.14,Банкомат
3440,994,2025-08-06,Погашение кредита,-21352.41,Колл-центр
3441,365,2024-10-03,Пополнение,55092.39,Колл-центр
3442,655,2024-06-23,Списание,-101842.67,Отделение
3443,452,2024-02-07,Оплата услуг,-68548.26,Онлайн
3444,465,2023-08-13,Перевод,-116650.42,Отделение
3445,357,2025-12-09,Пополнение,4102.86,Отделение
3446,70,2025-01-11,Пополнение,103732.27,Онлайн
3447,256,2025-08-19,Списание,-96057.63,Отделение
3448,926,2025-12-26,Пополнение,8407.57,Отделение
3449,936,2025-12-16,Списание,-89396.8,Колл-центр
3450,55,2025-09-01,Перевод,-132716.41,Онлайн
3451,679,2025-05-04,Оплата услуг,-32347.88,Онлайн
3452,451,2025-08-25,Пополнение,74181.8,Колл-центр
3453,102,2025-08-10,Списание,-31335.66,Онлайн
3454,497,2025-12-11,Списание,-52472.8,Колл-центр
3455,614,2025-06-24,Оплата услуг,-65648.38,Отделение
3456,308,2023-09-10,Списание,-73467.45,Колл-центр
3457,419,2025-06-24,Пополнение,128021.41,Отделение
3458,632,2025-12-10,Перевод,-86650.13,Банкомат
3459,619,2025-07-30,Списание,-95920.15,Банкомат
3460,857,2024-09-01,Перевод,-59784.64,Онлайн
3461,813,2025-12-24,Списание,-89769.66,Банкомат
3462,567,2025-03-20,Погашение кредита,-134447.69,Банкомат
3463,870,2025-08-30,Пополнение,112655.74,Колл-центр
3464,903,2025-12-04,Списание,-114198.39,Колл-центр
3465,718,2025-09-29,Оплата услуг,-114174.39,Отделение
3466,844,2025-04-23,Оплата услуг,-140291.47,Банкомат
3467,763,2025-09-18,Перевод,-149272.41,Колл-центр
3468,275,2025-03-19,Погашение кредита,-53843.68,Банкомат
3469,597,2025-10-02,Оплата услуг,-73017.86,Онлайн
3470,919,2024-04-23,Пополнение,84198.34,Банкомат
3471,881,2025-12-20,Пополнение,59567.51,Колл-центр
3472,136,2025-03-20,Перевод,-10179.75,Банкомат
3473,845,2025-12-06,Пополнение,47089.69,Отделение
3474,764,2025-11-30,Перевод,-62041.96,Колл-центр
3475,373,2025-12-01,Перевод,-130912.82,Колл-центр
3476,913,2024-01-05,Оплата услуг,-143622.63,Колл-центр
3477,440,2025-07-17,Пополнение,127242.07,Онлайн
3478,776,2025-10-28,Перевод,-103358.53,Колл-центр
3479,113,2025-01-18,Оплата услуг,-33211.73,Отделение
3480,343,2025-11-10,Перевод,-4943.07,Банкомат
3481,903,2025-11-01,Оплата услуг,-21504.48,Колл-центр
3482,665,2024-05-30,Пополнение,128866.82,Отделение
3483,468,2025-12-21,Погашение кредита,-23853.68,Банкомат
3484,897,2024-03-27,Пополнение,27829.51,Отделение
3485,504,2025-10-14,Пополнение,26348.82,Банкомат
3486,274,2025-11-06,Оплата услуг,-146863.78,Отделение
