payment_id,loan_id,due_date,amount_due,amount_paid,payment_status
5087,412,2025-11-22,23753.68,23753.68,Оплачен вовремя
5088,413,2024-03-06,9088.26,9088.26,Оплачен вовремя
5089,413,2024-04-05,9088.26,9088.26,Оплачен вовремя
5090,413,2024-05-05,9088.26,9088.26,Оплачен вовремя
5091,413,2024-06-04,9088.26,9088.26,Оплачен вовремя
5092,413,2024-07-04,9088.26,9088.26,Оплачен вовремя
5093,413,2024-08-03,9088.26,9088.26,Оплачен вовремя
5094,413,2024-09-02,9088.26,9088.26,Оплачен вовремя
5095,413,2024-10-02,9088.26,9088.26,Оплачен вовремя
5096,413,2024-11-01,9088.26,9088.26,Оплачен вовремя
5097,413,2024-12-01,9088.26,9088.26,Оплачен вовремя
5098,413,2024-12-31,9088.26,9088.26,Оплачен вовремя
5099,413,2025-01-30,9088.26,9088.26,Оплачен вовремя
5100,413,2025-03-01,9088.26,9088.26,Оплачен вовремя
5101,413,2025-03-31,9088.26,9088.26,Оплачен вовремя
5102,413,2025-04-30,9088.26,9088.26,Оплачен вовремя
5103,413,2025-05-30,9088.26,9088.26,Оплачен вовремя
5104,413,2025-06-29,9088.26,9088.26,Оплачен вовремя
5105,413,2025-07-29,9088.26,9088.26,Оплачен вовремя
5106,413,2025-08-28,9088.26,9088.26,Оплачен вовремя
5107,413,2025-09-27,9088.26,9088.26,Оплачен вовремя
5108,413,2025-10-27,9088.26,9088.26,Оплачен вовремя
5109,413,2025-11-26,9088.26,9088.26,Оплачен вовремя
5110,414,2025-07-25,60118.57,60118.57,Оплачен вовремя
5111,414,2025-08-24,60118.57,60118.57,Оплачен вовремя
5112,414,2025-09-23,60118.57,60118.57,Оплачен вовремя
5113,414,2025-10-23,60118.57,60118.57,Оплачен вовремя
5114,414,2025-11-22,60118.57,60118.57,Оплачен вовремя
5115,414,2025-12-22,60118.57,60118.57,Оплачен вовремя
5116,415,2025-05-01,56526.75,56526.75,Оплачен вовремя
5117,415,2025-05-31,56526.75,56526.75,Оплачен вовремя
5118,415,2025-06-30,56526.75,56526.75,Оплачен вовремя
5119,415,2025-07-30,56526.75,56526.75,Оплачен вовремя
5120,415,2025-08-29,56526.75,56526.75,Оплачен вовремя
5121,415,2025-09-28,56526.75,56526.75,Оплачен вовремя
5122,415,2025-10-28,56526.75,56526.75,Оплачен вовремя
5123,415,2025-11-27,56526.75,56526.75,Оплачен вовремя
5124,416,2025-02-26,74147.21,74147.21,Оплачен вовремя
5125,416,2025-03-28,74147.21,74147.21,Оплачен вовремя
5126,416,2025-04-27,74147.21,74147.21,Оплачен вовремя
5127,416,2025-05-27,74147.21,74147.21,Оплачен вовремя
5128,416,2025-06-26,74147.21,74147.21,Оплачен вовремя
5129,416,2025-07-26,74147.21,74147.21,Оплачен вовремя
5130,416,2025-08-25,74147.21,74147.21,Оплачен вовремя
5131,416,2025-09-24,74147.21,74147.21,Оплачен вовремя
5132,416,2025-10-24,74147.21,74147.21,Оплачен вовремя
5133,416,2025-11-23,74147.21,74147.21,Оплачен вовремя
5134,416,2025-12-23,74147.21,74147.21,Оплачен вовремя
5135,417,2022-09-11,28272.43,28272.43,Оплачен вовремя
5136,417,2022-10-11,28272.43,28272.43,Оплачен вовремя
5137,417,2022-11-10,28272.43,28272.43,Оплачен вовремя
5138,417,2022-12-10,28272.43,28272.43,Оплачен вовремя
5139,417,2023-01-09,28272.43,28272.43,Оплачен вовремя
5140,417,2023-02-08,28272.43,28272.43,Оплачен вовремя
5141,417,2023-03-10,28272.43,28272.43,Оплачен вовремя
5142,417,2023-04-09,28272.43,28272.43,Оплачен вовремя
5143,417,2023-05-09,28272.43,28272.43,Оплачен вовремя
5144,417,2023-06-08,28272.43,28272.43,Оплачен вовремя
5145,417,2023-07-08,28272.43,28272.43,Оплачен вовремя
5146,417,2023-08-07,28272.43,28272.43,Оплачен вовремя
5147,417,2023-09-06,28272.43,28272.43,Оплачен вовремя
5148,417,2023-10-06,28272.43,28272.43,Оплачен вовремя
5149,417,2023-11-05,28272.43,28272.43,Оплачен вовремя
5150,417,2023-12-05,28272.43,28272.43,Оплачен вовремя
5151,417,2024-01-04,28272.43,28272.43,Оплачен вовремя
5152,417,2024-02-03,28272.43,28272.43,Оплачен вовремя
5153,417,2024-03-04,28272.43,28272.43,Оплачен вовремя
5154,417,2024-04-03,28272.43,28272.43,Оплачен вовремя
5155,417,2024-05-03,28272.43,28272.43,Оплачен вовремя
5156,417,2024-06-02,28272.43,28272.43,Оплачен вовремя
5157,417,2024-07-02,28272.43,28272.43,Оплачен вовремя
5158,417,2024-08-01,28272.43,28272.43,Оплачен вовремя
5159,417,2024-08-31,28272.43,28272.43,Оплачен вовремя
5160,417,2024-09-30,28272.43,28272.43,Оплачен вовремя
5161,417,2024-10-30,28272.43,28272.43,Оплачен вовремя
5162,417,2024-11-29,28272.43,28272.43,Оплачен вовремя
5163,417,2024-12-29,28272.43,28272.43,Оплачен вовремя
5164,417,2025-01-28,28272.43,28272.43,Оплачен вовремя
5165,417,2025-02-27,28272.43,28272.43,Оплачен вовремя
5166,417,2025-03-29,28272.43,28272.43,Оплачен вовремя
5167,417,2025-04-28,28272.43,28272.43,Оплачен вовремя
5168,417,2025-05-28,28272.43,28272.43,Оплачен вовремя
5169,417,2025-06-27,28272.43,28272.43,Оплачен вовремя
5170,417,2025-07-27,28272.43,28272.43,Оплачен вовремя
5171,417,2025-08-26,28272.43,28272.43,Оплачен вовремя
5172,417,2025-09-25,28272.43,28272.43,Оплачен вовремя
5173,417,2025-10-25,28272.43,28272.43,Оплачен вовремя
5174,417,2025-11-24,28272.43,28272.43,Оплачен вовремя
5175,418,2023-03-15,5774.41,5774.41,Просрочен
5176,418,2023-04-14,5774.41,5774.41,Просрочен
5177,418,2023-05-14,5774.41,0.0,Не оплачен
5178,418,2023-06-13,5774.41,0.0,Не оплачен
5179,418,2023-07-13,5774.41,0.0,Не оплачен
5180,418,2023-08-12,5774.41,5774.41,Просрочен
5181,418,2023-09-11,5774.41,5774.41,Оплачен вовремя
5182,418,2023-10-11,5774.41,5774.41,Оплачен вовремя
5183,418,2023-11-10,5774.41,5774.41,Оплачен вовремя
5184,418,2023-12-10,5774.41,5774.41,Оплачен вовремя
5185,418,2024-01-09,5774.41,5774.41,Оплачен вовремя
5186,418,2024-02-08,5774.41,5774.41,Оплачен вовремя
5187,418,2024-03-09,5774.41,5774.41,Оплачен вовремя
5188,418,2024-04-08,5774.41,5774.41,Оплачен вовремя
5189,418,2024-05-08,5774.41,5774.41,Просрочен
5190,418,2024-06-07,5774.41,5774.41,Оплачен вовремя
5191,418,2024-07-07,5774.41,5774.41,Просрочен
5192,418,2024-08-06,5774.41,0.0,Не оплачен
5193,418,2024-09-05,5774.41,5774.41,Просрочен
5194,418,2024-10-05,5774.41,5774.41,Оплачен вовремя
5195,418,2024-11-04,5774.41,0.0,Не оплачен
5196,418,2024-12-04,5774.41,5774.41,Просрочен
5197,418,2025-01-03,5774.41,0.0,Не оплачен
5198,418,2025-02-02,5774.41,5774.41,Оплачен вовремя
5199,419,2024-10-02,4504.27,4504.27,Оплачен вовремя
5200,419,2024-11-01,4504.27,4504.27,Оплачен вовремя
5201,419,2024-12-01,4504.27,4504.27,Оплачен вовремя
5202,419,2024-12-31,4504.27,4504.27,Оплачен вовремя
5203,419,2025-01-30,4504.27,4504.27,Оплачен вовремя
5204,419,2025-03-01,4504.27,4504.27,Оплачен вовремя
5205,419,2025-03-31,4504.27,4504.27,Оплачен вовремя
5206,419,2025-04-30,4504.27,4504.27,Оплачен вовремя
5207,419,2025-05-30,4504.27,4504.27,Оплачен вовремя
5208,419,2025-06-29,4504.27,4504.27,Оплачен вовремя
5209,419,2025-07-29,4504.27,4504.27,Оплачен вовремя
5210,419,2025-08-28,4504.27,4504.27,Оплачен вовремя
5211,419,2025-09-27,4504.27,4504.27,Оплачен вовремя
5212,419,2025-10-27,4504.27,4504.27,Оплачен вовремя
5213,419,2025-11-26,4504.27,4504.27,Оплачен вовремя
5214,420,2023-11-17,16986.73,16986.73,Оплачен вовремя
5215,420,2023-12-17,16986.73,16986.73,Оплачен вовремя
5216,420,2024-01-16,16986.73,16986.73,Оплачен вовремя
5217,420,2024-02-15,16986.73,16986.73,Оплачен вовремя
5218,420,2024-03-16,16986.73,16986.73,Оплачен вовремя
5219,420,2024-04-15,16986.73,16986.73,Оплачен вовремя
5220,420,2024-05-15,16986.73,16986.73,Оплачен вовремя
5221,420,2024-06-14,16986.73,16986.73,Оплачен вовремя
5222,420,2024-07-14,16986.73,16986.73,Оплачен вовремя
5223,420,2024-08-13,16986.73,16986.73,Оплачен вовремя
5224,420,2024-09-12,16986.73,16986.73,Оплачен вовремя
5225,420,2024-10-12,16986.73,16986.73,Оплачен вовремя
5226,420,2024-11-11,16986.73,16986.73,Оплачен вовремя
5227,420,2024-12-11,16986.73,16986.73,Оплачен вовремя
5228,420,2025-01-10,16986.73,16986.73,Оплачен вовремя
5229,420,2025-02-09,16986.73,16986.73,Оплачен вовремя
5230,420,2025-03-11,16986.73,16986.73,Оплачен вовремя
5231,420,2025-04-10,16986.73,16986.73,Оплачен вовремя
5232,420,2025-05-10,16986.73,16986.73,Оплачен вовремя
5233,420,2025-06-09,16986.73,16986.73,Оплачен вовремя
5234,420,2025-07-09,16986.73,16986.73,Оплачен вовремя
5235,420,2025-08-08,16986.73,16986.73,Оплачен вовремя
5236,420,2025-09-07,16986.73,16986.73,Оплачен вовремя
5237,420,2025-10-07,16986.73,16986.73,Оплачен вовремя
5238,421,2024-06-29,48321.38,48321.38,Оплачен вовремя
5239,421,2024-07-29,48321.38,48321.38,Оплачен вовремя
5240,421,2024-08-28,48321.38,48321.38,Оплачен вовремя
5241,421,2024-09-27,48321.38,48321.38,Оплачен вовремя
5242,421,2024-10-27,48321.38,48321.38,Оплачен вовремя
5243,421,2024-11-26,48321.38,48321.38,Оплачен вовремя
5244,421,2024-12-26,48321.38,48321.38,Оплачен вовремя
5245,421,2025-01-25,48321.38,48321.38,Оплачен вовремя
5246,421,2025-02-24,48321.38,48321.38,Оплачен вовремя
5247,421,2025-03-26,48321.38,48321.38,Оплачен вовремя
5248,421,2025-04-25,48321.38,48321.38,Оплачен вовремя
5249,421,2025-05-25,48321.38,48321.38,Оплачен вовремя
5250,421,2025-06-24,48321.38,48321.38,Оплачен вовремя
5251,421,2025-07-24,48321.38,48321.38,Оплачен вовремя
5252,421,2025-08-23,48321.38,48321.38,Оплачен вовремя
5253,421,2025-09-22,48321.38,48321.38,Оплачен вовремя
5254,421,2025-10-22,48321.38,48321.38,Оплачен вовремя
5255,421,2025-11-21,48321.38,48321.38,Оплачен вовремя
5256,421,2025-12-21,48321.38,48321.38,Оплачен вовремя
5257,422,2025-05-04,8048.42,8048.42,Оплачен вовремя
5258,422,2025-06-03,8048.42,8048.42,Оплачен вовремя
5259,422,2025-07-03,8048.42,8048.42,Оплачен вовремя
5260,422,2025-08-02,8048.42,8048.42,Оплачен вовремя
5261,422,2025-09-01,8048.42,8048.42,Оплачен вовремя
5262,422,2025-10-01,8048.42,8048.42,Оплачен вовремя
5263,422,2025-10-31,8048.42,8048.42,Оплачен вовремя
5264,422,2025-11-30,8048.42,8048.42,Оплачен вовремя
5265,424,2025-05-20,45413.73,45413.73,Оплачен вовремя
5266,424,2025-06-19,45413.73,45413.73,Оплачен вовремя
5267,424,2025-07-19,45413.73,45413.73,Оплачен вовремя
5268,424,2025-08-18,45413.73,45413.73,Оплачен вовремя
5269,424,2025-09-17,45413.73,0.0,Не оплачен
5270,424,2025-10-17,45413.73,0.0,Не оплачен
5271,424,2025-11-16,45413.73,45413.73,Оплачен вовремя
5272,424,2025-12-16,45413.73,45413.73,Просрочен
5273,425,2023-01-02,48885.02,48885.02,Оплачен вовремя
5274,425,2023-02-01,48885.02,48885.02,Оплачен вовремя
5275,425,2023-03-03,48885.02,48885.02,Оплачен вовремя
5276,425,2023-04-02,48885.02,48885.02,Оплачен вовремя
5277,425,2023-05-02,48885.02,48885.02,Оплачен вовремя
5278,425,2023-06-01,48885.02,48885.02,Оплачен вовремя
5279,425,2023-07-01,48885.02,48885.02,Оплачен вовремя
5280,425,2023-07-31,48885.02,48885.02,Оплачен вовремя
5281,425,2023-08-30,48885.02,48885.02,Оплачен вовремя
5282,425,2023-09-29,48885.02,48885.02,Оплачен вовремя
5283,425,2023-10-29,48885.02,48885.02,Оплачен вовремя
5284,425,2023-11-28,48885.02,48885.02,Оплачен вовремя
5285,425,2023-12-28,48885.02,48885.02,Оплачен вовремя
5286,425,2024-01-27,48885.02,48885.02,Оплачен вовремя
5287,425,2024-02-26,48885.02,48885.02,Оплачен вовремя
5288,425,2024-03-27,48885.02,48885.02,Оплачен вовремя
5289,425,2024-04-26,48885.02,48885.02,Оплачен вовремя
5290,425,2024-05-26,48885.02,48885.02,Оплачен вовремя
5291,425,2024-06-25,48885.02,48885.02,Оплачен вовремя
5292,425,2024-07-25,48885.02,48885.02,Оплачен вовремя
5293,425,2024-08-24,48885.02,48885.02,Оплачен вовремя
5294,425,2024-09-23,48885.02,48885.02,Оплачен вовремя
5295,425,2024-10-23,48885.02,48885.02,Оплачен вовремя
5296,425,2024-11-22,48885.02,48885.02,Оплачен вовремя
5297,425,2024-12-22,48885.02,48885.02,Оплачен вовремя
5298,425,2025-01-21,48885.02,48885.02,Оплачен вовремя
5299,425,2025-02-20,48885.02,48885.02,Оплачен вовремя
5300,425,2025-03-22,48885.02,48885.02,Оплачен вовремя
5301,425,2025-04-21,48885.02,48885.02,Оплачен вовремя
5302,425,2025-05-21,48885.02,48885.02,Оплачен вовремя
5303,425,2025-06-20,48885.02,48885.02,Оплачен вовремя
5304,425,2025-07-20,48885.02,48885.02,Оплачен вовремя
5305,425,2025-08-19,48885.02,48885.02,Оплачен вовремя
5306,425,2025-09-18,48885.02,48885.02,Оплачен вовремя
5307,425,2025-10-18,48885.02,48885.02,Оплачен вовремя
5308,425,2025-11-17,48885.02,48885.02,Оплачен вовремя
5309,426,2025-12-27,49976.07,49976.07,Оплачен вовремя
5310,427,2022-08-22,11853.52,11853.52,Оплачен вовремя
5311,427,2022-09-21,11853.52,11853.52,Оплачен вовремя
5312,427,2022-10-21,11853.52,11853.52,Оплачен вовремя
5313,427,2022-11-20,11853.52,11853.52,Оплачен вовремя
5314,427,2022-12-20,11853.52,11853.52,Оплачен вовремя
5315,427,2023-01-19,11853.52,11853.52,Оплачен вовремя
5316,427,2023-02-18,11853.52,11853.52,Оплачен вовремя
5317,427,2023-03-20,11853.52,11853.52,Оплачен вовремя
5318,427,2023-04-19,11853.52,11853.52,Оплачен вовремя
5319,427,2023-05-19,11853.52,11853.52,Оплачен вовремя
5320,427,2023-06-18,11853.52,11853.52,Оплачен вовремя
5321,427,2023-07-18,11853.52,11853.52,Оплачен вовремя
5322,427,2023-08-17,11853.52,11853.52,Оплачен вовремя
5323,427,2023-09-16,11853.52,11853.52,Оплачен вовремя
5324,427,2023-10-16,11853.52,11853.52,Оплачен вовремя
5325,427,2023-11-15,11853.52,11853.52,Оплачен вовремя
5326,427,2023-12-15,11853.52,11853.52,Оплачен вовремя
5327,427,2024-01-14,11853.52,11853.52,Оплачен вовремя
5328,427,2024-02-13,11853.52,11853.52,Оплачен вовремя
5329,427,2024-03-14,11853.52,11853.52,Оплачен вовремя
5330,427,2024-04-13,11853.52,11853.52,Оплачен вовремя
5331,427,2024-05-13,11853.52,11853.52,Оплачен вовремя
5332,427,2024-06-12,11853.52,11853.52,Оплачен вовремя
5333,427,2024-07-12,11853.52,11853.52,Оплачен вовремя
5334,427,2024-08-11,11853.52,11853.52,Оплачен вовремя
5335,427,2024-09-10,11853.52,11853.52,Оплачен вовремя
5336,427,2024-10-10,11853.52,11853.52,Оплачен вовремя
5337,427,2024-11-09,11853.52,11853.52,Оплачен вовремя
5338,427,2024-12-09,11853.52,11853.52,Оплачен вовремя
5339,427,2025-01-08,11853.52,11853.52,Оплачен вовремя
5340,427,2025-02-07,11853.52,11853.52,Оплачен вовремя
5341,427,2025-03-09,11853.52,11853.52,Оплачен вовремя
5342,427,2025-04-08,11853.52,11853.52,Оплачен вовремя
5343,427,2025-05-08,11853.52,11853.52,Оплачен вовремя
5344,427,2025-06-07,11853.52,11853.52,Оплачен вовремя
5345,427,2025-07-07,11853.52,11853.52,Оплачен вовремя
5346,427,2025-08-06,11853.52,11853.52,Оплачен вовремя
5347,427,2025-09-05,11853.52,11853.52,Оплачен вовремя
5348,427,2025-10-05,11853.52,11853.52,Оплачен вовремя
5349,427,2025-11-04,11853.52,11853.52,Оплачен вовремя
5350,427,2025-12-04,11853.52,11853.52,Оплачен вовремя
5351,428,2022-07-25,22113.97,22113.97,Оплачен вовремя
5352,428,2022-08-24,22113.97,22113.97,Оплачен вовремя
5353,428,2022-09-23,22113.97,22113.97,Оплачен вовремя
5354,428,2022-10-23,22113.97,22113.97,Оплачен вовремя
5355,428,2022-11-22,22113.97,22113.97,Оплачен вовремя
5356,428,2022-12-22,22113.97,22113.97,Оплачен вовремя
5357,428,2023-01-21,22113.97,22113.97,Оплачен вовремя
5358,428,2023-02-20,22113.97,22113.97,Оплачен вовремя
5359,428,2023-03-22,22113.97,22113.97,Оплачен вовремя
5360,428,2023-04-21,22113.97,22113.97,Оплачен вовремя
5361,428,2023-05-21,22113.97,22113.97,Оплачен вовремя
5362,428,2023-06-20,22113.97,22113.97,Оплачен вовремя
5363,428,2023-07-20,22113.97,22113.97,Оплачен вовремя
5364,428,2023-08-19,22113.97,22113.97,Оплачен вовремя
5365,428,2023-09-18,22113.97,22113.97,Оплачен вовремя
5366,428,2023-10-18,22113.97,22113.97,Оплачен вовремя
5367,428,2023-11-17,22113.97,22113.97,Оплачен вовремя
5368,428,2023-12-17,22113.97,22113.97,Оплачен вовремя
5369,428,2024-01-16,22113.97,22113.97,Оплачен вовремя
5370,428,2024-02-15,22113.97,22113.97,Оплачен вовремя
5371,428,2024-03-16,22113.97,22113.97,Оплачен вовремя
5372,428,2024-04-15,22113.97,22113.97,Оплачен вовремя
5373,428,2024-05-15,22113.97,22113.97,Оплачен вовремя
5374,428,2024-06-14,22113.97,22113.97,Оплачен вовремя
5375,428,2024-07-14,22113.97,22113.97,Оплачен вовремя
5376,428,2024-08-13,22113.97,22113.97,Оплачен вовремя
5377,428,2024-09-12,22113.97,22113.97,Оплачен вовремя
5378,428,2024-10-12,22113.97,22113.97,Оплачен вовремя
5379,428,2024-11-11,22113.97,22113.97,Оплачен вовремя
5380,428,2024-12-11,22113.97,22113.97,Оплачен вовремя
5381,428,2025-01-10,22113.97,22113.97,Оплачен вовремя
5382,428,2025-02-09,22113.97,22113.97,Оплачен вовремя
5383,428,2025-03-11,22113.97,22113.97,Оплачен вовремя
5384,428,2025-04-10,22113.97,22113.97,Оплачен вовремя
5385,428,2025-05-10,22113.97,22113.97,Оплачен вовремя
5386,428,2025-06-09,22113.97,22113.97,Оплачен вовремя
5387,429,2023-07-31,17443.99,0.0,Не оплачен
5388,429,2023-08-30,17443.99,17443.99,Оплачен вовремя
5389,429,2023-09-29,17443.99,17443.99,Просрочен
5390,429,2023-10-29,17443.99,17443.99,Оплачен вовремя
5391,429,2023-11-28,17443.99,17443.99,Оплачен вовремя
5392,429,2023-12-28,17443.99,17443.99,Оплачен вовремя
5393,429,2024-01-27,17443.99,17443.99,Оплачен вовремя
5394,429,2024-02-26,17443.99,17443.99,Просрочен
5395,429,2024-03-27,17443.99,17443.99,Оплачен вовремя
5396,429,2024-04-26,17443.99,17443.99,Просрочен
5397,429,2024-05-26,17443.99,17443.99,Оплачен вовремя
5398,429,2024-06-25,17443.99,17443.99,Оплачен вовремя
5399,429,2024-07-25,17443.99,17443.99,Оплачен вовремя
5400,429,2024-08-24,17443.99,17443.99,Просрочен
5401,429,2024-09-23,17443.99,0.0,Не оплачен
5402,429,2024-10-23,17443.99,17443.99,Оплачен вовремя
5403,429,2024-11-22,17443.99,17443.99,Оплачен вовремя
5404,429,2024-12-22,17443.99,17443.99,Оплачен вовремя
5405,429,2025-01-21,17443.99,17443.99,Оплачен вовремя
5406,429,2025-02-20,17443.99,17443.99,Оплачен вовремя
5407,429,2025-03-22,17443.99,17443.99,Оплачен вовремя
5408,429,2025-04-21,17443.99,17443.99,Оплачен вовремя
5409,429,2025-05-21,17443.99,17443.99,Оплачен вовремя
5410,429,2025-06-20,17443.99,17443.99,Оплачен вовремя
5411,429,2025-07-20,17443.99,0.0,Не оплачен
5412,429,2025-08-19,17443.99,17443.99,Просрочен
5413,429,2025-09-18,17443.99,17443.99,Оплачен вовремя
5414,429,2025-10-18,17443.99,17443.99,Оплачен вовремя
5415,429,2025-11-17,17443.99,17443.99,Оплачен вовремя
5416,430,2024-08-26,7360.32,7360.32,Оплачен вовремя
5417,430,2024-09-25,7360.32,7360.32,Оплачен вовремя
5418,430,2024-10-25,7360.32,7360.32,Оплачен вовремя
5419,430,2024-11-24,7360.32,7360.32,Оплачен вовремя
5420,430,2024-12-24,7360.32,7360.32,Оплачен вовремя
5421,430,2025-01-23,7360.32,7360.32,Оплачен вовремя
5422,430,2025-02-22,7360.32,7360.32,Оплачен вовремя
5423,430,2025-03-24,7360.32,7360.32,Оплачен вовремя
5424,430,2025-04-23,7360.32,7360.32,Оплачен вовремя
5425,430,2025-05-23,7360.32,7360.32,Оплачен вовремя
5426,430,2025-06-22,7360.32,7360.32,Оплачен вовремя
5427,430,2025-07-22,7360.32,7360.32,Оплачен вовремя
5428,430,2025-08-21,7360.32,7360.32,Оплачен вовремя
5429,430,2025-09-20,7360.32,7360.32,Оплачен вовремя
5430,430,2025-10-20,7360.32,7360.32,Оплачен вовремя
5431,430,2025-11-19,7360.32,7360.32,Оплачен вовремя
5432,430,2025-12-19,7360.32,7360.32,Оплачен вовремя
5433,431,2025-12-27,16558.6,16558.6,Оплачен вовремя
5434,432,2025-11-22,8747.98,8747.98,Просрочен
5435,432,2025-12-22,8747.98,8747.98,Оплачен вовремя
5436,433,2024-11-24,21288.4,21288.4,Оплачен вовремя
5437,433,2024-12-24,21288.4,21288.4,Оплачен вовремя
5438,433,2025-01-23,21288.4,21288.4,Оплачен вовремя
5439,433,2025-02-22,21288.4,21288.4,Оплачен вовремя
5440,433,2025-03-24,21288.4,21288.4,Оплачен вовремя
5441,433,2025-04-23,21288.4,21288.4,Оплачен вовремя
5442,433,2025-05-23,21288.4,21288.4,Оплачен вовремя
5443,433,2025-06-22,21288.4,21288.4,Оплачен вовремя
5444,433,2025-07-22,21288.4,21288.4,Оплачен вовремя
5445,433,2025-08-21,21288.4,21288.4,Оплачен вовремя
5446,433,2025-09-20,21288.4,21288.4,Оплачен вовремя
5447,433,2025-10-20,21288.4,21288.4,Оплачен вовремя
5448,433,2025-11-19,21288.4,21288.4,Оплачен вовремя
5449,433,2025-12-19,21288.4,21288.4,Оплачен вовремя
5450,435,2025-08-16,10204.17,10204.17,Оплачен вовремя
5451,435,2025-09-15,10204.17,10204.17,Оплачен вовремя
5452,435,2025-10-15,10204.17,10204.17,Оплачен вовремя
5453,435,2025-11-14,10204.17,10204.17,Оплачен вовремя
5454,435,2025-12-14,10204.17,10204.17,Оплачен вовремя
5455,436,2025-10-12,10639.52,10639.52,Оплачен вовремя
5456,436,2025-11-11,10639.52,10639.52,Оплачен вовремя
5457,436,2025-12-11,10639.52,10639.52,Оплачен вовремя
5458,437,2025-07-01,1593157.13,1593157.13,Оплачен вовремя
5459,437,2025-07-31,1593157.13,1593157.13,Оплачен вовремя
5460,437,2025-08-30,1593157.13,1593157.13,Оплачен вовремя
5461,438,2025-12-06,63472.55,63472.55,Оплачен вовремя
5462,439,2025-10-29,32231.31,32231.31,Оплачен вовремя
5463,439,2025-11-28,32231.31,32231.31,Оплачен вовремя
5464,439,2025-12-28,32231.31,32231.31,Оплачен вовремя
5465,440,2025-11-19,951665.22,951665.22,Оплачен вовремя
5466,440,2025-12-19,951665.22,951665.22,Оплачен вовремя
5467,441,2025-10-27,11728.74,11728.74,Оплачен вовремя
5468,441,2025-11-26,11728.74,11728.74,Оплачен вовремя
5469,441,2025-12-26,11728.74,11728.74,Оплачен вовремя
5470,442,2024-11-18,6758.15,6758.15,Оплачен вовремя
5471,442,2024-12-18,6758.15,6758.15,Оплачен вовремя
5472,442,2025-01-17,6758.15,6758.15,Оплачен вовремя
5473,442,2025-02-16,6758.15,6758.15,Оплачен вовремя
5474,442,2025-03-18,6758.15,6758.15,Оплачен вовремя
5475,442,2025-04-17,6758.15,6758.15,Оплачен вовремя
5476,442,2025-05-17,6758.15,6758.15,Оплачен вовремя
5477,442,2025-06-16,6758.15,6758.15,Оплачен вовремя
5478,442,2025-07-16,6758.15,6758.15,Оплачен вовремя
5479,442,2025-08-15,6758.15,6758.15,Оплачен вовремя
5480,442,2025-09-14,6758.15,6758.15,Оплачен вовремя
5481,442,2025-10-14,6758.15,6758.15,Оплачен вовремя
5482,442,2025-11-13,6758.15,6758.15,Оплачен вовремя
5483,442,2025-12-13,6758.15,6758.15,Оплачен вовремя
5484,443,2025-11-09,336035.85,336035.85,Оплачен вовремя
5485,443,2025-12-09,336035.85,336035.85,Оплачен вовремя
5486,444,2025-11-18,1979.43,1979.43,Оплачен вовремя
5487,444,2025-12-18,1979.43,1979.43,Оплачен вовремя
5488,445,2024-08-17,10118.29,10118.29,Оплачен вовремя
5489,445,2024-09-16,10118.29,10118.29,Оплачен вовремя
5490,445,2024-10-16,10118.29,10118.29,Оплачен вовремя
5491,445,2024-11-15,10118.29,10118.29,Оплачен вовремя
5492,445,2024-12-15,10118.29,10118.29,Оплачен вовремя
5493,445,2025-01-14,10118.29,10118.29,Оплачен вовремя
5494,445,2025-02-13,10118.29,10118.29,Оплачен вовремя
5495,445,2025-03-15,10118.29,10118.29,Оплачен вовремя
5496,445,2025-04-14,10118.29,10118.29,Оплачен вовремя
5497,445,2025-05-14,10118.29,10118.29,Оплачен вовремя
5498,445,2025-06-13,10118.29,10118.29,Оплачен вовремя
5499,445,2025-07-13,10118.29,10118.29,Оплачен вовремя
5500,445,2025-08-12,10118.29,10118.29,Оплачен вовремя
5501,445,2025-09-11,10118.29,10118.29,Оплачен вовремя
5502,445,2025-10-11,10118.29,10118.29,Оплачен вовремя
5503,445,2025-11-10,10118.29,10118.29,Оплачен вовремя
5504,445,2025-12-10,10118.29,10118.29,Оплачен вовремя
5505,446,2022-10-21,43410.2,43410.2,Оплачен вовремя
5506,446,2022-11-20,43410.2,43410.2,Оплачен вовремя
5507,446,2022-12-20,43410.2,43410.2,Оплачен вовремя
5508,446,2023-01-19,43410.2,43410.2,Оплачен вовремя
5509,446,2023-02-18,43410.2,43410.2,Оплачен вовремя
5510,446,2023-03-20,43410.2,43410.2,Оплачен вовремя
5511,446,2023-04-19,43410.2,43410.2,Оплачен вовремя
5512,446,2023-05-19,43410.2,43410.2,Оплачен вовремя
5513,446,2023-06-18,43410.2,43410.2,Оплачен вовремя
5514,446,2023-07-18,43410.2,43410.2,Оплачен вовремя
5515,446,2023-08-17,43410.2,43410.2,Оплачен вовремя
5516,446,2023-09-16,43410.2,43410.2,Оплачен вовремя
5517,446,2023-10-16,43410.2,43410.2,Оплачен вовремя
5518,446,2023-11-15,43410.2,43410.2,Оплачен вовремя
5519,446,2023-12-15,43410.2,43410.2,Оплачен вовремя
5520,446,2024-01-14,43410.2,43410.2,Оплачен вовремя
5521,446,2024-02-13,43410.2,43410.2,Оплачен вовремя
5522,446,2024-03-14,43410.2,43410.2,Оплачен вовремя
5523,446,2024-04-13,43410.2,43410.2,Оплачен вовремя
5524,446,2024-05-13,43410.2,43410.2,Оплачен вовремя
5525,446,2024-06-12,43410.2,43410.2,Оплачен вовремя
