account_id,customer_id,account_type,currency,open_date,status
554,128,Текущий,RUB,2024-12-03,Активен
555,148,Сберегательный,RUB,2024-06-19,Активен
556,555,Сберегательный,RUB,2025-03-30,Активен
557,45,Текущий,RUB,2022-05-12,Активен
558,278,Текущий,RUB,2025-08-16,Активен
559,736,Текущий,RUB,2025-04-13,Закрыт
560,693,Текущий,RUB,2024-09-19,Активен
561,627,Сберегательный,RUB,2025-12-30,Закрыт
562,189,Текущий,RUB,2025-06-02,Активен
563,705,Сберегательный,RUB,2022-12-06,Активен
564,760,Сберегательный,RUB,2025-09-26,Активен
565,177,Текущий,RUB,2024-11-13,Активен
566,520,Текущий,USD,2024-02-19,Активен
567,55,Текущий,RUB,2025-03-04,Закрыт
568,566,Текущий,RUB,2023-07-19,Активен
569,642,Сберегательный,RUB,2025-11-04,Активен
570,454,Текущий,EUR,2023-10-23,Активен
571,604,Сберегательный,RUB,2024-04-24,Активен
572,644,Текущий,RUB,2024-10-16,Закрыт
573,220,Сберегательный,RUB,2024-10-07,Активен
574,160,Текущий,RUB,2025-06-15,Активен
575,716,Текущий,RUB,2025-01-25,Активен
576,324,Сберегательный,RUB,2025-03-08,Активен
577,408,Сберегательный,RUB,2024-02-04,Активен
578,236,Сберегательный,EUR,2024-08-19,Активен
579,158,Текущий,EUR,2024-06-06,Активен
580,719,Текущий,RUB,2025-03-31,Активен
581,762,Сберегательный,RUB,2024-10-13,Активен
582,736,Текущий,RUB,2024-05-25,Активен
583,356,Сберегательный,RUB,2025-06-13,Активен
584,781,Текущий,RUB,2024-04-27,Активен
585,211,Текущий,RUB,2023-06-01,Активен
586,279,Сберегательный,RUB,2025-11-11,Активен
587,274,Сберегательный,USD,2025-12-06,Активен
588,298,Сберегательный,RUB,2025-06-12,Активен
589,270,Текущий,RUB,2025-10-09,Закрыт
590,481,Текущий,RUB,2023-02-01,Активен
591,184,Текущий,RUB,2024-10-04,Активен
592,778,Сберегательный,RUB,2024-04-29,Активен
593,602,Текущий,RUB,2025-07-29,Активен
594,128,Сберегательный,RUB,2024-12-03,Активен
595,554,Текущий,RUB,2025-01-31,Активен
596,514,Текущий,RUB,2024-06-24,Активен
597,133,Сберегательный,USD,2023-11-09,Активен
598,184,Текущий,RUB,2024-10-04,Закрыт
599,252,Сберегательный,RUB,2025-11-14,Активен
600,182,Сберегательный,RUB,2025-01-04,Закрыт
601,620,Текущий,RUB,2024-04-27,Закрыт
602,12,Сберегательный,RUB,2025-02-04,Активен
603,619,Сберегательный,RUB,2025-11-18,Активен
604,34,Текущий,RUB,2024-11-05,Активен
605,109,Сберегательный,RUB,2025-09-27,Активен
606,407,Сберегательный,RUB,2024-03-10,Активен
607,79,Сберегательный,RUB,2025-09-29,Закрыт
608,341,Сберегательный,RUB,2025-11-13,Активен
609,305,Сберегательный,RUB,2024-10-14,Закрыт
610,349,Сберегательный,RUB,2025-07-10,Активен
611,427,Текущий,USD,2025-08-02,Активен
612,476,Сберегательный,USD,2024-06-27,Активен
613,646,Сберегательный,RUB,2023-05-21,Активен
614,331,Сберегательный,RUB,2024-12-08,Активен
615,716,Текущий,RUB,2024-09-26,Активен
616,12,Текущий,RUB,2025-02-04,Активен
617,115,Текущий,RUB,2022-12-14,Активен
618,455,Сберегательный,RUB,2024-11-28,Активен
619,417,Текущий,RUB,2024-01-02,Активен
620,135,Сберегательный,RUB,2025-03-25,Активен
621,510,Текущий,RUB,2025-10-06,Активен
622,670,Текущий,RUB,2023-02-28,Активен
623,190,Сберегательный,RUB,2025-07-05,Активен
624,429,Текущий,RUB,2025-12-13,Активен
625,235,Сберегательный,RUB,2024-04-19,Активен
626,236,Сберегательный,USD,2024-08-19,Активен
627,765,Текущий,RUB,2024-12-08,Активен
628,413,Сберегательный,RUB,2024-07-26,Активен
629,44,Текущий,RUB,2024-11-25,Активен
630,549,Текущий,EUR,2025-10-05,Активен
631,8,Текущий,RUB,2024-08-11,Активен
632,507,Сберегательный,RUB,2025-12-01,Активен
633,671,Сберегательный,RUB,2025-08-12,Активен
634,676,Сберегательный,USD,2024-04-09,Активен
635,757,Сберегательный,RUB,2024-03-13,Активен
636,318,Текущий,RUB,2025-06-01,Активен
637,4,Сберегательный,RUB,2023-03-24,Активен
638,365,Текущий,RUB,2025-07-16,Активен
639,336,Текущий,RUB,2024-04-10,Активен
640,89,Сберегательный,RUB,2025-08-23,Активен
641,500,Текущий,RUB,2025-03-18,Активен
642,740,Сберегательный,RUB,2025-01-27,Активен
643,308,Сберегательный,RUB,2024-02-06,Активен
644,57,Сберегательный,RUB,2025-02-01,Активен
645,494,Текущий,RUB,2025-12-22,Активен
646,298,Сберегательный,RUB,2025-12-28,Активен
647,347,Текущий,RUB,2025-05-05,Активен
648,760,Сберегательный,RUB,2025-09-26,Активен
649,760,Сберегательный,RUB,2025-09-26,Активен
650,26,Текущий,RUB,2025-08-13,Активен
651,473,Текущий,RUB,2023-05-24,Закрыт
652,136,Сберегательный,RUB,2025-09-15,Активен
653,497,Текущий,RUB,2025-03-29,Активен
654,233,Сберегательный,USD,2023-10-11,Активен
655,456,Сберегательный,EUR,2024-06-09,Активен
656,636,Сберегательный,RUB,2025-04-08,Активен
657,182,Текущий,RUB,2024-06-21,Активен
658,588,Сберегательный,RUB,2025-02-20,Активен
659,363,Текущий,RUB,2024-01-16,Закрыт
660,5,Сберегательный,RUB,2025-04-23,Активен
661,562,Текущий,RUB,2025-01-05,Активен
662,491,Сберегательный,RUB,2024-08-30,Активен
663,29,Текущий,RUB,2024-02-28,Активен
664,98,Текущий,RUB,2025-10-04,Активен
665,41,Сберегательный,RUB,2023-06-27,Активен
666,482,Сберегательный,RUB,2024-01-20,Активен
667,357,Сберегательный,RUB,2025-11-25,Активен
668,326,Сберегательный,RUB,2024-07-19,Активен
669,113,Текущий,RUB,2023-08-11,Активен
670,758,Сберегательный,RUB,2023-05-16,Активен
671,786,Текущий,EUR,2025-01-23,Активен
672,237,Сберегательный,RUB,2025-06-30,Активен
673,579,Текущий,RUB,2024-09-13,Закрыт
674,392,Сберегательный,RUB,2024-12-14,Закрыт
675,410,Текущий,RUB,2022-10-01,Активен
676,603,Текущий,RUB,2025-07-15,Активен
677,105,Сберегательный,RUB,2025-01-09,Активен
678,26,Текущий,RUB,2024-01-12,Активен
679,637,Сберегательный,RUB,2025-02-14,Закрыт
680,293,Текущий,RUB,2023-08-27,Активен
681,205,Сберегательный,RUB,2025-05-08,Активен
682,596,Текущий,RUB,2024-08-27,Активен
683,669,Текущий,RUB,2023-08-21,Активен
684,596,Текущий,RUB,2023-08-28,Активен
685,448,Сберегательный,RUB,2024-03-26,Активен
686,596,Текущий,RUB,2023-08-28,Активен
687,161,Сберегательный,RUB,2025-04-26,Активен
688,113,Текущий,RUB,2023-08-11,Активен
689,408,Сберегательный,EUR,2024-12-16,Закрыт
690,474,Текущий,RUB,2025-03-29,Активен
691,61,Текущий,RUB,2024-04-25,Активен
692,582,Сберегательный,RUB,2025-07-29,Активен
693,441,Текущий,RUB,2025-10-28,Активен
694,550,Сберегательный,RUB,2024-12-01,Активен
695,403,Сберегательный,RUB,2025-07-18,Активен
696,382,Сберегательный,RUB,2025-06-04,Активен
697,146,Сберегательный,EUR,2024-07-08,Активен
698,748,Текущий,USD,2025-10-30,Закрыт
699,715,Сберегательный,RUB,2025-07-29,Активен
700,783,Сберегательный,RUB,2025-08-28,Закрыт
701,365,Сберегательный,RUB,2025-07-16,Активен
702,259,Текущий,RUB,2025-10-20,Активен
703,47,Текущий,RUB,2025-10-19,Активен
704,520,Текущий,RUB,2022-01-22,Активен
705,488,Сберегательный,RUB,2024-10-21,Активен
706,723,Текущий,RUB,2023-08-04,Активен
707,527,Текущий,USD,2022-07-08,Активен
708,524,Текущий,RUB,2025-07-30,Активен
709,462,Текущий,RUB,2025-08-26,Активен
710,738,Сберегательный,RUB,2025-11-25,Активен
711,629,Сберегательный,RUB,2024-10-01,Активен
712,203,Сберегательный,RUB,2025-11-18,Закрыт
713,418,Текущий,RUB,2023-07-14,Активен
714,442,Сберегательный,USD,2025-12-24,Закрыт
715,693,Текущий,RUB,2024-09-19,Активен
716,191,Текущий,RUB,2023-05-07,Активен
717,212,Сберегательный,RUB,2025-09-08,Активен
718,363,Сберегательный,RUB,2025-08-10,Активен
719,614,Текущий,RUB,2025-11-28,Активен
720,538,Текущий,RUB,2025-04-07,Активен
721,536,Текущий,USD,2023-05-24,Активен
722,651,Текущий,RUB,2025-09-23,Активен
723,339,Сберегательный,RUB,2024-03-12,Активен
724,98,Текущий,RUB,2024-04-07,Активен
725,303,Сберегательный,RUB,2024-07-18,Активен
726,469,Сберегательный,RUB,2025-01-01,Закрыт
727,228,Текущий,RUB,2024-07-21,Активен
728,584,Сберегательный,RUB,2023-11-28,Активен
729,194,Текущий,RUB,2025-12-10,Активен
730,227,Сберегательный,RUB,2024-02-26,Активен
731,604,Сберегательный,RUB,2024-04-24,Активен
732,522,Текущий,RUB,2025-08-25,Активен
733,424,Текущий,RUB,2023-09-20,Активен
734,265,Сберегательный,RUB,2023-06-11,Активен
735,288,Текущий,RUB,2024-07-09,Закрыт
736,370,Текущий,RUB,2025-05-03,Активен
737,559,Сберегательный,USD,2024-02-23,Активен
738,146,Текущий,USD,2025-01-03,Активен
739,685,Сберегательный,RUB,2025-10-11,Активен
740,160,Текущий,RUB,2025-06-15,Закрыт
741,249,Текущий,RUB,2025-09-27,Активен
742,535,Текущий,RUB,2023-09-22,Активен
743,793,Текущий,RUB,2023-02-20,Активен
744,114,Текущий,RUB,2024-08-10,Активен
745,369,Сберегательный,RUB,2023-09-28,Активен
746,398,Текущий,RUB,2025-11-02,Активен
747,453,Текущий,RUB,2024-11-27,Активен
748,247,Сберегательный,RUB,2024-10-16,Активен
749,549,Сберегательный,RUB,2025-03-18,Активен
750,6,Текущий,RUB,2025-04-06,Активен
751,270,Текущий,RUB,2025-10-09,Активен
752,558,Текущий,RUB,2024-09-24,Активен
753,385,Сберегательный,RUB,2024-08-03,Активен
754,438,Текущий,RUB,2025-06-07,Активен
755,628,Сберегательный,RUB,2023-10-31,Активен
756,505,Текущий,RUB,2023-10-05,Активен
757,344,Текущий,RUB,2024-10-20,Активен
758,652,Текущий,RUB,2023-09-09,Активен
759,281,Текущий,RUB,2024-06-27,Активен
760,67,Сберегательный,RUB,2025-01-10,Активен
761,319,Текущий,RUB,2025-09-12,Активен
762,765,Сберегательный,RUB,2024-12-08,Активен
763,295,Текущий,RUB,2024-07-07,Активен
764,510,Сберегательный,RUB,2024-09-09,Активен
765,519,Сберегательный,RUB,2025-06-17,Активен
766,524,Текущий,RUB,2024-12-31,Закрыт
767,400,Текущий,RUB,2022-08-16,Активен
768,48,Сберегательный,RUB,2023-04-27,Активен
769,303,Текущий,RUB,2025-10-18,Закрыт
770,227,Текущий,RUB,2023-11-12,Активен
771,642,Текущий,RUB,2025-11-04,Активен
772,506,Сберегательный,RUB,2025-04-13,Активен
773,331,Сберегательный,RUB,2025-06-02,Активен
774,712,Сберегательный,EUR,2025-10-16,Активен
775,133,Текущий,RUB,2023-11-09,Активен
776,708,Текущий,RUB,2023-08-16,Активен
777,691,Сберегательный,RUB,2024-09-29,Активен
778,44,Текущий,RUB,2024-11-25,Активен
779,628,Текущий,RUB,2025-02-06,Закрыт
780,1,Текущий,RUB,2024-12-04,Активен
781,251,Сберегательный,RUB,2024-08-05,Активен
782,64,Сберегательный,RUB,2025-04-01,Активен
783,422,Текущий,RUB,2025-04-26,Закрыт
784,158,Сберегательный,RUB,2024-06-06,Активен
785,127,Сберегательный,RUB,2024-10-29,Активен
786,695,Сберегательный,RUB,2025-11-27,Активен
787,649,Текущий,RUB,2023-11-06,Активен
788,557,Текущий,RUB,2024-08-24,Закрыт
789,122,Текущий,RUB,2024-05-20,Активен
790,447,Сберегательный,RUB,2025-10-02,Активен
791,66,Сберегательный,RUB,2025-04-10,Активен
792,27,Сберегательный,RUB,2022-10-11,Закрыт
793,456,Текущий,RUB,2024-01-29,Активен
794,666,Сберегательный,RUB,2024-07-01,Активен
795,392,Сберегательный,RUB,2023-12-17,Активен
796,506,Текущий,RUB,2025-06-08,Активен
797,237,Сберегательный,RUB,2025-06-30,Активен
798,576,Сберегательный,RUB,2022-04-23,Активен
799,609,Сберегательный,RUB,2022-08-16,Активен
800,40,Текущий,RUB,2024-01-19,Активен
801,668,Сберегательный,RUB,2023-08-29,Активен
802,23,Текущий,RUB,2023-03-12,Активен
803,415,Сберегательный,RUB,2024-11-21,Активен
804,731,Текущий,RUB,2024-11-29,Активен
805,160,Текущий,RUB,2025-06-15,Активен
806,687,Сберегательный,RUB,2024-12-25,Активен
807,664,Текущий,RUB,2024-01-24,Активен
808,186,Сберегательный,RUB,2024-07-26,Активен
809,356,Текущий,RUB,2025-06-13,Закрыт
810,49,Текущий,RUB,2023-07-20,Активен
811,38,Текущий,RUB,2023-02-23,Активен
812,12,Текущий,RUB,2025-10-29,Активен
813,262,Текущий,RUB,2024-05-10,Активен
814,288,Текущий,RUB,2022-10-30,Активен
815,151,Сберегательный,RUB,2024-11-30,Активен
816,760,Сберегательный,RUB,2025-09-26,Активен
817,414,Сберегательный,RUB,2025-09-25,Активен
818,762,Сберегательный,RUB,2025-03-07,Активен
819,207,Сберегательный,EUR,2023-06-17,Активен
820,793,Сберегательный,RUB,2023-02-20,Активен
821,432,Текущий,RUB,2025-05-24,Активен
822,206,Текущий,RUB,2023-08-08,Активен
823,300,Текущий,RUB,2025-11-19,Закрыт
824,744,Сберегательный,RUB,2025-11-15,Активен
825,417,Текущий,RUB,2024-06-21,Активен
826,667,Сберегательный,EUR,2025-12-19,Активен
827,746,Текущий,RUB,2023-08-29,Активен
828,284,Сберегательный,USD,2024-07-20,Закрыт
829,408,Сберегательный,RUB,2024-02-04,Закрыт
830,723,Сберегательный,RUB,2025-01-23,Закрыт
831,70,Сберегательный,EUR,2024-05-08,Активен
832,122,Сберегательный,RUB,2025-03-20,Активен
833,285,Текущий,RUB,2022-08-19,Активен
834,520,Текущий,RUB,2025-02-02,Активен
835,225,Текущий,RUB,2023-09-04,Активен
836,598,Текущий,RUB,2025-05-30,Активен
837,708,Текущий,RUB,2023-08-16,Активен
838,44,Текущий,EUR,2024-11-25,Активен
839,771,Сберегательный,RUB,2024-03-18,Активен
840,17,Сберегательный,RUB,2024-11-13,Закрыт
841,75,Сберегательный,RUB,2024-05-25,Активен
842,482,Сберегательный,RUB,2024-01-20,Активен
843,15,Сберегательный,RUB,2023-04-22,Активен
844,676,Сберегательный,RUB,2024-05-01,Активен
845,349,Сберегательный,RUB,2025-07-10,Активен
846,447,Текущий,RUB,2025-06-07,Активен
847,347,Сберегательный,RUB,2024-08-30,Закрыт
848,299,Текущий,RUB,2025-11-06,Активен
849,444,Сберегательный,RUB,2025-08-01,Закрыт
850,228,Текущий,RUB,2024-08-04,Активен
851,408,Сберегательный,RUB,2024-02-21,Активен
852,419,Сберегательный,RUB,2024-03-30,Активен
853,693,Текущий,RUB,2024-09-19,Активен
854,470,Сберегательный,RUB,2023-10-16,Закрыт
855,401,Сберегательный,RUB,2025-09-25,Закрыт
856,401,Текущий,RUB,2025-11-09,Активен
857,21,Текущий,RUB,2023-07-22,Активен
858,671,Сберегательный,RUB,2024-01-11,Активен
859,391,Текущий,RUB,2025-07-10,Активен
860,570,Сберегательный,RUB,2025-03-24,Активен
861,669,Сберегательный,RUB,2022-10-18,Активен
862,588,Текущий,RUB,2024-09-07,Активен
863,298,Сберегательный,RUB,2024-05-09,Активен
864,731,Текущий,RUB,2024-11-29,Активен
865,634,Текущий,RUB,2025-07-10,Активен
866,701,Сберегательный,RUB,2025-08-31,Активен
867,255,Сберегательный,RUB,2025-12-03,Активен
868,548,Сберегательный,RUB,2025-11-10,Активен
869,63,Сберегательный,RUB,2022-11-14,Активен
870,160,Текущий,RUB,2025-06-15,Активен
871,439,Текущий,RUB,2022-11-13,Активен
872,512,Текущий,RUB,2025-02-18,Активен
873,276,Текущий,USD,2024-10-05,Активен
874,686,Сберегательный,RUB,2025-10-08,Активен
875,202,Сберегательный,RUB,2025-05-21,Закрыт
876,296,Текущий,RUB,2024-07-14,Активен
877,261,Текущий,RUB,2025-11-22,Активен
878,191,Текущий,RUB,2023-05-07,Активен
879,686,Сберегательный,RUB,2025-10-08,Активен
880,161,Текущий,RUB,2024-08-10,Активен
881,3,Сберегательный,RUB,2025-04-24,Активен
882,138,Сберегательный,RUB,2023-06-03,Активен
883,95,Текущий,RUB,2023-07-01,Активен
884,135,Сберегательный,RUB,2025-03-25,Активен
885,282,Сберегательный,USD,2022-10-26,Активен
886,728,Текущий,RUB,2024-03-22,Активен
887,420,Текущий,RUB,2023-01-18,Активен
888,592,Текущий,USD,2024-08-12,Закрыт
889,209,Текущий,USD,2025-01-05,Активен
890,785,Сберегательный,RUB,2024-10-29,Закрыт
891,696,Текущий,RUB,2025-04-22,Активен
892,471,Сберегательный,RUB,2024-07-09,Закрыт
893,750,Сберегательный,RUB,2024-01-19,Активен
894,27,Сберегательный,RUB,2022-08-14,Активен
895,687,Текущий,RUB,2025-12-14,Активен
896,503,Сберегательный,RUB,2024-10-08,Активен
897,233,Сберегательный,RUB,2023-10-01,Активен
898,166,Сберегательный,RUB,2024-04-14,Активен
899,456,Сберегательный,USD,2023-02-07,Закрыт
900,714,Сберегательный,RUB,2025-07-21,Активен
901,108,Текущий,RUB,2025-09-20,Активен
902,483,Текущий,RUB,2024-03-19,Активен
903,250,Текущий,RUB,2025-10-19,Активен
904,614,Сберегательный,RUB,2025-11-28,Активен
905,585,Сберегательный,RUB,2024-05-19,Активен
906,337,Сберегательный,RUB,2025-04-06,Активен
907,587,Сберегательный,EUR,2025-09-27,Активен
908,390,Сберегательный,RUB,2024-11-13,Активен
909,694,Текущий,RUB,2024-04-17,Активен
910,613,Текущий,RUB,2024-02-04,Активен
911,332,Текущий,RUB,2024-10-17,Активен
912,738,Сберегательный,RUB,2025-10-23,Активен
913,503,Сберегательный,RUB,2022-07-17,Активен
914,213,Сберегательный,RUB,2023-02-18,Активен
915,22,Текущий,USD,2023-06-20,Активен
916,796,Текущий,RUB,2023-03-02,Закрыт
917,771,Сберегательный,RUB,2024-02-24,Закрыт
918,680,Сберегательный,RUB,2025-03-28,Активен
919,83,Текущий,RUB,2023-05-30,Активен
920,556,Текущий,RUB,2025-12-05,Активен
921,367,Сберегательный,RUB,2024-10-01,Активен
922,473,Сберегательный,RUB,2023-05-24,Активен
923,508,Сберегательный,RUB,2025-04-25,Закрыт
924,87,Текущий,RUB,2025-02-22,Активен
925,436,Сберегательный,RUB,2024-10-19,Активен
926,322,Сберегательный,RUB,2025-04-10,Активен
927,673,Сберегательный,RUB,2024-05-26,Активен
928,319,Текущий,RUB,2023-01-05,Активен
929,426,Текущий,RUB,2023-12-24,Активен
930,405,Текущий,RUB,2023-05-08,Активен
931,697,Сберегательный,RUB,2025-01-06,Активен
932,431,Сберегательный,RUB,2024-05-12,Активен
933,184,Сберегательный,RUB,2024-10-04,Активен
934,301,Текущий,RUB,2022-09-16,Активен
935,118,Сберегательный,RUB,2023-02-26,Активен
936,111,Сберегательный,RUB,2025-10-19,Активен
937,739,Текущий,RUB,2025-07-25,Активен
938,448,Сберегательный,RUB,2025-01-02,Активен
939,368,Текущий,RUB,2025-03-20,Активен
940,424,Текущий,RUB,2023-09-20,Активен
941,184,Сберегательный,RUB,2024-10-04,Активен
942,379,Сберегательный,RUB,2025-05-08,Активен
943,306,Сберегательный,RUB,2023-11-26,Активен
944,663,Сберегательный,RUB,2025-08-18,Активен
945,783,Текущий,RUB,2025-01-26,Активен
946,573,Сберегательный,RUB,2024-11-23,Закрыт
947,735,Сберегательный,USD,2024-08-15,Активен
948,398,Текущий,RUB,2025-07-07,Активен
949,193,Сберегательный,RUB,2023-08-20,Активен
950,437,Текущий,RUB,2024-04-20,Активен
951,591,Сберегательный,RUB,2024-04-24,Активен
952,93,Текущий,RUB,2023-06-10,Активен
953,611,Текущий,RUB,2023-05-09,Активен
954,430,Сберегательный,RUB,2023-09-28,Активен
955,269,Сберегательный,RUB,2023-06-26,Активен
956,656,Сберегательный,RUB,2025-12-21,Активен
957,692,Текущий,EUR,2024-07-12,Активен
958,590,Текущий,RUB,2024-09-22,Активен
959,76,Сберегательный,RUB,2022-09-29,Активен
960,233,Текущий,RUB,2024-04-13,Закрыт
961,745,Текущий,RUB,2024-11-26,Активен
962,770,Сберегательный,RUB,2025-04-03,Закрыт
963,771,Текущий,RUB,2024-02-24,Активен
964,779,Сберегательный,RUB,2025-06-29,Активен
965,720,Текущий,RUB,2025-01-25,Закрыт
966,570,Сберегательный,RUB,2022-12-25,Активен
967,732,Текущий,RUB,2025-11-25,Закрыт
968,704,Текущий,RUB,2025-04-19,Активен
969,575,Текущий,EUR,2025-07-06,Активен
970,145,Сберегательный,RUB,2022-10-24,Активен
971,274,Текущий,RUB,2025-12-06,Активен
972,663,Текущий,RUB,2025-09-18,Активен
973,125,Сберегательный,RUB,2025-10-07,Активен
974,404,Текущий,RUB,2025-12-05,Активен
975,146,Сберегательный,RUB,2023-04-30,Закрыт
976,521,Сберегательный,RUB,2025-08-30,Закрыт
977,140,Текущий,USD,2024-03-17,Активен
978,172,Сберегательный,RUB,2025-07-17,Активен
979,375,Сберегательный,RUB,2023-12-01,Закрыт
980,595,Сберегательный,RUB,2024-04-25,Закрыт
981,326,Сберегательный,RUB,2023-07-12,Активен
982,427,Сберегательный,RUB,2025-08-02,Активен
983,477,Текущий,RUB,2024-11-01,Активен
984,723,Сберегательный,RUB,2025-08-05,Активен
985,597,Текущий,RUB,2024-02-17,Активен
986,273,Текущий,RUB,2025-06-03,Активен
987,749,Сберегательный,RUB,2025-11-05,Активен
988,581,Сберегательный,RUB,2024-05-03,Активен
989,19,Сберегательный,RUB,2023-02-11,Активен
990,426,Текущий,RUB,2024-02-12,Закрыт
991,678,Текущий,USD,2024-07-09,Закрыт
992,673,Текущий,RUB,2024-08-05,Активен
993,174,Сберегательный,RUB,2025-06-19,Активен
994,677,Текущий,RUB,2024-03-21,Активен
995,691,Сберегательный,RUB,2024-12-12,Активен
996,670,Текущий,RUB,2024-10-09,Активен
997,286,Сберегательный,RUB,2025-03-02,Активен
998,95,Текущий,EUR,2024-06-02,Закрыт
999,547,Текущий,RUB,2024-12-12,Активен
1000,485,Текущий,RUB,2025-06-30,Активен
